# Ising model in 2dimensions at kT = 4
#  time     energy  
    450        2.000  0.200
    460      -14.000  0.360
    470       -2.000  0.040
    480      -14.000  -0.200
    490      -14.000  -0.600
    500      -18.000  0.600
    510      -18.000  -0.680
    520      -22.000  -0.680
    530       -6.000  -0.120
    540      -22.000  -0.440
    550      -14.000  -0.200
    560      -14.000  0.120
    570      -18.000  0.520
    580      -14.000  0.360
    590      -10.000  0.440
    600       -2.000  0.120
    610      -14.000  -0.040
    620      -22.000  0.600
    630      -14.000  -0.280
    640      -18.000  0.440
    650       10.000  0.040
    660       -6.000  -0.360
    670      -18.000  0.600
    680      -18.000  -0.280
    690       -6.000  -0.280
    700      -22.000  -0.360
    710      -26.000  0.680
    720       -2.000  0.200
    730      -14.000  -0.520
    740      -10.000  0.040
    750        2.000  0.360
    760      -14.000  -0.520
    770      -14.000  -0.280
    780      -22.000  0.680
    790      -18.000  0.520
    800      -22.000  0.520
    810      -18.000  -0.600
    820      -14.000  -0.120
    830       -2.000  0.280
    840       -2.000  0.040
    850      -14.000  -0.280
    860       -6.000  -0.360
    870       -6.000  0.360
    880        2.000  0.280
    890      -18.000  0.120
    900       -2.000  -0.200
    910      -18.000  -0.040
    920      -10.000  -0.040
    930      -34.000  -0.840
    940      -18.000  -0.600
    950       -6.000  0.360
    960       -6.000  -0.120
    970      -30.000  0.680
    980      -18.000  0.040
    990      -22.000  -0.680
   1000       10.000  -0.120
   1010      -10.000  0.200
   1020      -18.000  -0.120
   1030       -6.000  0.440
   1040       -6.000  0.360
   1050        2.000  0.200
   1060      -22.000  0.680
   1070      -10.000  0.040
   1080      -18.000  0.440
   1090      -10.000  0.280
   1100      -14.000  0.040
   1110       -2.000  -0.200
   1120      -14.000  0.280
   1130      -18.000  -0.600
   1140      -14.000  -0.440
   1150       -2.000  -0.040
   1160      -26.000  -0.520
   1170       -6.000  -0.360
   1180      -18.000  -0.600
   1190      -26.000  -0.520
   1200      -18.000  0.360
   1210      -34.000  0.840
   1220      -10.000  0.280
   1230      -18.000  -0.360
   1240       -6.000  -0.040
   1250      -14.000  0.200
   1260      -18.000  0.520
   1270      -18.000  0.600
   1280      -10.000  -0.360
   1290      -18.000  0.280
   1300      -14.000  0.120
   1310      -18.000  -0.360
   1320      -14.000  -0.120
   1330       -2.000  0.280
   1340      -30.000  -0.760
   1350      -14.000  0.280
   1360       -2.000  -0.040
   1370      -22.000  -0.680
   1380      -18.000  0.360
   1390      -34.000  0.840
   1400      -38.000  0.840
   1410      -10.000  -0.280
   1420      -14.000  0.200
   1430       -2.000  -0.280
   1440      -18.000  -0.120
   1450       -2.000  -0.120
   1460      -14.000  0.040
   1470      -14.000  0.040
   1480      -10.000  -0.200
   1490      -14.000  -0.520
   1500      -14.000  0.040
   1510      -18.000  -0.360
   1520       -2.000  0.200
   1530      -30.000  -0.680
   1540      -22.000  0.600
   1550      -18.000  -0.520
   1560      -18.000  -0.280
   1570      -22.000  0.600
   1580      -10.000  0.040
   1590      -10.000  0.040
   1600      -10.000  0.440
   1610      -26.000  -0.520
   1620       -2.000  0.120
   1630      -14.000  -0.440
   1640      -10.000  0.040
   1650      -18.000  -0.600
   1660      -18.000  0.600
   1670      -10.000  -0.360
   1680       -2.000  -0.280
   1690      -18.000  0.120
   1700       -6.000  0.280
   1710       -6.000  0.120
   1720      -22.000  -0.520
   1730      -14.000  0.280
   1740      -14.000  -0.360
   1750       -2.000  -0.200
   1760      -18.000  -0.520
   1770      -22.000  0.040
   1780      -18.000  0.200
   1790      -14.000  -0.360
   1800      -10.000  -0.280
   1810      -18.000  0.600
   1820      -18.000  -0.440
   1830      -26.000  0.680
   1840      -10.000  -0.280
   1850      -10.000  -0.360
   1860      -10.000  0.360
   1870      -26.000  0.760
   1880      -18.000  -0.440
   1890      -22.000  -0.440
   1900      -14.000  0.200
   1910      -18.000  0.040
   1920      -10.000  -0.120
   1930      -10.000  -0.280
   1940      -14.000  0.280
   1950      -14.000  0.440
   1960      -14.000  -0.440
   1970      -10.000  0.280
   1980       -2.000  0.360
   1990      -14.000  -0.120
   2000      -14.000  -0.360
   2010       -6.000  0.200
   2020      -22.000  0.280
   2030      -10.000  0.280
   2040      -26.000  0.440
   2050      -14.000  -0.360
   2060      -18.000  -0.280
   2070      -14.000  0.280
   2080      -14.000  -0.040
   2090       -2.000  -0.120
   2100      -10.000  -0.040
   2110       -6.000  0.440
   2120      -14.000  0.280
   2130      -14.000  -0.600
   2140      -30.000  -0.680
   2150      -10.000  -0.120
   2160      -14.000  0.440
   2170      -30.000  -0.760
   2180      -10.000  0.200
   2190       -6.000  -0.280
   2200      -14.000  0.040
   2210      -14.000  -0.040
   2220      -10.000  -0.360
   2230      -22.000  0.600
   2240       -6.000  0.120
   2250      -10.000  -0.120
   2260      -18.000  0.040
   2270      -18.000  -0.680
   2280      -22.000  0.600
   2290       -6.000  0.120
   2300      -22.000  -0.600
   2310      -10.000  0.120
   2320      -10.000  -0.120
   2330      -26.000  0.600
   2340      -22.000  0.280
   2350      -14.000  0.280
   2360      -30.000  -0.760
   2370      -34.000  0.760
   2380      -26.000  0.680
   2390       -6.000  0.280
   2400      -10.000  -0.360
   2410      -10.000  0.600
   2420      -18.000  0.200
   2430      -10.000  -0.360
   2440      -42.000  -0.920
   2450       -6.000  -0.120
   2460      -26.000  0.360
   2470       -2.000  0.040
   2480       -6.000  0.200
   2490      -18.000  0.360
   2500      -26.000  0.440
   2510      -14.000  0.440
   2520      -22.000  -0.520
   2530      -18.000  -0.280
   2540       -6.000  -0.200
   2550      -10.000  -0.280
   2560      -10.000  0.120
   2570      -10.000  -0.040
   2580       -6.000  0.200
   2590      -18.000  -0.120
   2600      -22.000  0.680
   2610      -10.000  -0.120
   2620      -22.000  -0.520
   2630      -18.000  0.440
   2640      -18.000  0.360
   2650      -10.000  -0.360
   2660      -18.000  0.440
   2670      -14.000  0.440
   2680      -34.000  -0.760
   2690      -14.000  0.120
   2700      -10.000  0.440
   2710      -26.000  -0.680
   2720       -6.000  0.280
   2730      -14.000  0.120
   2740       -2.000  -0.280
   2750      -14.000  -0.120
   2760      -10.000  0.200
   2770      -18.000  -0.360
   2780       -6.000  0.040
   2790       -6.000  -0.120
   2800      -18.000  -0.040
   2810      -26.000  0.600
   2820      -34.000  0.760
   2830      -34.000  -0.760
   2840      -18.000  -0.120
   2850       -6.000  0.280
   2860      -18.000  0.360
   2870      -10.000  -0.440
   2880      -18.000  -0.040
   2890       -6.000  0.040
   2900      -10.000  -0.440
   2910      -18.000  -0.120
   2920      -14.000  -0.040
   2930      -26.000  0.120
   2940        2.000  0.200
   2950      -10.000  -0.360
   2960      -10.000  0.040
   2970      -26.000  -0.680
   2980       -2.000  -0.120
   2990      -14.000  -0.040
   3000      -18.000  0.040
   3010      -26.000  -0.680
   3020      -30.000  0.760
   3030      -34.000  -0.840
   3040       -6.000  -0.200
   3050      -10.000  0.200
   3060      -26.000  -0.760
   3070      -14.000  0.040
   3080      -14.000  -0.040
   3090      -34.000  -0.680
   3100      -10.000  0.040
   3110       -6.000  0.280
   3120        2.000  0.200
   3130      -34.000  0.760
   3140      -14.000  -0.120
   3150      -14.000  -0.280
   3160      -10.000  0.360
   3170       -6.000  0.200
   3180      -30.000  0.760
   3190      -10.000  0.120
   3200      -10.000  -0.040
   3210      -18.000  0.280
   3220      -14.000  0.440
   3230      -26.000  -0.760
   3240      -18.000  0.120
   3250      -22.000  0.360
   3260      -26.000  -0.760
   3270      -14.000  -0.440
   3280       -6.000  -0.040
   3290      -30.000  0.680
   3300      -18.000  -0.200
   3310      -18.000  -0.200
   3320      -10.000  0.280
   3330      -10.000  0.280
   3340      -14.000  0.040
   3350       -6.000  -0.120
   3360      -14.000  -0.120
   3370       -6.000  -0.040
   3380      -26.000  -0.520
   3390      -10.000  0.440
   3400      -10.000  0.040
   3410      -18.000  0.520
   3420      -18.000  -0.200
   3430       -2.000  -0.040
   3440      -22.000  -0.520
   3450      -10.000  0.200
   3460        2.000  -0.120
   3470       -2.000  0.200
   3480      -18.000  -0.360
   3490      -22.000  0.440
   3500      -18.000  -0.600
   3510      -18.000  0.200
   3520      -18.000  -0.440
   3530       -6.000  -0.200
   3540      -18.000  0.440
   3550      -34.000  0.840
   3560      -18.000  -0.040
   3570       -6.000  -0.520
   3580      -42.000  0.920
   3590        2.000  -0.280
   3600      -10.000  -0.120
   3610      -14.000  0.600
   3620      -18.000  -0.360
   3630      -14.000  0.520
   3640      -18.000  0.040
   3650       -6.000  0.200
   3660       -6.000  0.280
   3670      -10.000  0.360
   3680      -18.000  0.520
   3690      -18.000  0.360
   3700       -6.000  0.440
   3710       -6.000  -0.040
   3720      -14.000  -0.200
   3730        2.000  -0.040
   3740      -14.000  -0.040
   3750      -10.000  -0.280
   3760      -22.000  -0.680
   3770      -10.000  0.440
   3780      -14.000  0.200
   3790      -22.000  0.120
   3800      -26.000  0.360
   3810      -22.000  -0.360
   3820      -10.000  -0.040
   3830      -18.000  0.520
   3840      -22.000  0.280
   3850      -10.000  0.360
   3860      -10.000  0.440
   3870      -14.000  -0.360
   3880      -18.000  0.200
   3890      -14.000  -0.600
   3900       -2.000  0.040
   3910       -6.000  0.120
   3920       -6.000  -0.040
   3930      -14.000  0.440
   3940       -6.000  0.440
   3950      -18.000  -0.360
   3960      -10.000  -0.280
   3970      -30.000  0.760
   3980      -18.000  -0.280
   3990      -14.000  -0.360
   4000        6.000  0.280
   4010      -10.000  0.040
   4020      -14.000  0.040
   4030      -10.000  -0.120
   4040      -10.000  -0.120
   4050      -18.000  0.440
   4060      -18.000  0.200
   4070      -18.000  0.200
   4080      -26.000  0.040
   4090      -14.000  -0.120
   4100      -34.000  -0.760
   4110      -10.000  -0.040
   4120       -6.000  -0.120
   4130      -34.000  0.760
   4140       -6.000  0.360
   4150      -30.000  -0.680
   4160      -10.000  -0.200
   4170      -18.000  0.440
   4180       -6.000  -0.360
   4190      -10.000  0.280
   4200      -10.000  -0.040
   4210       -2.000  -0.120
   4220      -18.000  -0.040
   4230      -18.000  -0.520
   4240       -2.000  -0.200
   4250        6.000  -0.200
   4260      -10.000  0.040
   4270        6.000  0.200
   4280      -14.000  0.280
   4290      -22.000  -0.520
   4300      -22.000  -0.680
   4310      -26.000  0.680
   4320      -14.000  -0.200
   4330       -6.000  0.200
   4340      -18.000  -0.280
   4350      -18.000  0.520
   4360      -22.000  0.520
   4370       -6.000  0.040
   4380      -14.000  0.200
   4390      -18.000  -0.520
   4400      -14.000  0.520
   4410      -14.000  -0.360
   4420      -10.000  0.120
   4430       -6.000  0.040
   4440      -14.000  0.440
   4450      -10.000  -0.520
   4460      -14.000  -0.280
   4470      -14.000  -0.040
   4480      -10.000  0.040
   4490       -6.000  -0.200
   4500      -22.000  -0.440
   4510       -6.000  -0.200
   4520       -2.000  -0.200
   4530       -2.000  -0.280
   4540       -6.000  0.360
   4550       -6.000  0.120
   4560      -10.000  0.280
   4570      -22.000  -0.200
   4580        6.000  -0.120
   4590      -14.000  -0.520
   4600      -14.000  0.120
   4610      -18.000  -0.280
   4620      -14.000  -0.120
   4630      -10.000  0.360
   4640      -10.000  0.200
   4650      -26.000  0.360
   4660      -14.000  0.280
   4670      -14.000  0.120
   4680       -6.000  -0.280
   4690      -18.000  -0.120
   4700      -26.000  -0.680
   4710       -6.000  -0.120
   4720      -18.000  -0.520
   4730      -18.000  0.520
   4740      -10.000  -0.360
   4750      -10.000  -0.440
   4760      -22.000  0.520
   4770      -18.000  -0.360
   4780      -10.000  0.120
   4790       -6.000  0.360
   4800       -6.000  -0.280
   4810      -22.000  -0.600
   4820      -22.000  -0.520
   4830      -10.000  -0.360
   4840      -10.000  0.120
   4850      -34.000  0.840
   4860      -14.000  0.280
   4870       -6.000  0.120
   4880       -6.000  0.040
   4890       -6.000  0.200
   4900      -18.000  -0.600
   4910      -18.000  -0.280
   4920      -10.000  -0.360
   4930      -14.000  0.440
   4940       -6.000  -0.440
   4950      -10.000  0.280
   4960      -14.000  -0.520
   4970       -6.000  -0.360
   4980       -2.000  -0.040
   4990      -26.000  -0.760
   5000      -18.000  -0.280
   5010      -18.000  -0.440
   5020       -6.000  -0.200
   5030      -14.000  0.280
   5040       -2.000  -0.120
   5050       -2.000  0.280
   5060      -10.000  0.040
   5070      -42.000  0.920
   5080      -14.000  0.120
   5090      -10.000  0.120
   5100      -10.000  -0.360
   5110       -6.000  -0.200
   5120      -14.000  0.120
   5130      -30.000  0.760
   5140      -10.000  -0.280
   5150      -14.000  -0.440
   5160       -2.000  -0.040
   5170      -14.000  0.440
   5180      -14.000  0.520
   5190      -10.000  -0.120
   5200       -6.000  -0.280
   5210      -30.000  -0.760
   5220      -18.000  -0.280
   5230      -14.000  0.440
   5240      -10.000  0.040
   5250      -14.000  -0.440
   5260      -10.000  0.280
   5270      -10.000  0.120
   5280      -10.000  -0.200
   5290      -42.000  -0.920
   5300      -22.000  0.680
   5310      -18.000  0.440
   5320       -6.000  -0.040
   5330      -14.000  0.440
   5340      -10.000  -0.440
   5350      -26.000  0.440
   5360       -6.000  0.360
   5370      -10.000  -0.040
   5380      -34.000  0.840
   5390      -22.000  0.120
   5400      -18.000  -0.280
   5410      -22.000  0.680
   5420       -6.000  -0.440
   5430      -10.000  0.360
   5440      -14.000  -0.120
   5450      -30.000  -0.680
   5460      -34.000  -0.840
   5470      -14.000  0.120
   5480       -6.000  0.120
   5490       -2.000  -0.040
   5500      -22.000  0.600
   5510      -14.000  0.120
   5520      -14.000  0.200
   5530       -2.000  0.040
   5540      -18.000  0.680
   5550      -22.000  -0.360
   5560      -18.000  0.040
   5570      -18.000  0.040
   5580      -18.000  -0.440
   5590      -30.000  0.600
   5600       -6.000  0.040
   5610      -10.000  -0.040
   5620      -18.000  -0.280
   5630      -18.000  -0.520
   5640      -10.000  0.200
   5650      -14.000  0.120
   5660      -22.000  -0.360
   5670      -14.000  0.360
   5680      -30.000  -0.600
   5690       -6.000  0.280
   5700      -30.000  -0.680
   5710      -34.000  -0.840
   5720      -10.000  -0.200
   5730      -14.000  -0.280
   5740       -6.000  0.360
   5750      -10.000  -0.440
   5760      -10.000  -0.200
   5770      -18.000  0.520
   5780      -10.000  -0.120
   5790      -10.000  0.040
   5800       -6.000  -0.360
   5810      -18.000  -0.680
   5820      -26.000  0.680
   5830      -14.000  -0.360
   5840      -14.000  0.440
   5850      -22.000  -0.280
   5860      -30.000  -0.760
   5870       -6.000  0.040
   5880      -14.000  -0.360
   5890      -14.000  0.200
   5900      -10.000  -0.040
   5910       -6.000  0.120
   5920       -6.000  0.440
   5930       -6.000  0.200
   5940      -10.000  -0.200
   5950       -6.000  -0.040
   5960      -10.000  -0.200
   5970      -14.000  0.600
   5980      -18.000  -0.200
   5990       -6.000  -0.200
   6000       -6.000  0.040
   6010      -14.000  0.120
   6020      -10.000  0.120
   6030      -42.000  0.920
   6040       -6.000  -0.120
   6050       -6.000  0.280
   6060       -6.000  -0.200
   6070      -14.000  0.200
   6080      -14.000  0.120
   6090      -50.000  1.000
   6100      -26.000  -0.600
   6110       -6.000  -0.120
   6120       -6.000  -0.200
   6130       -6.000  -0.040
   6140        2.000  0.120
   6150      -26.000  0.680
   6160       -6.000  0.040
   6170       -6.000  -0.360
   6180       -6.000  0.360
   6190      -10.000  0.200
   6200       -6.000  -0.040
   6210      -22.000  -0.600
   6220       -2.000  -0.040
   6230      -18.000  -0.280
   6240      -42.000  0.920
   6250       -6.000  -0.440
   6260      -18.000  0.280
   6270      -10.000  -0.200
   6280      -22.000  0.520
   6290      -14.000  0.120
   6300      -10.000  -0.280
   6310       -6.000  -0.120
   6320      -18.000  0.520
   6330      -10.000  -0.040
   6340      -14.000  -0.440
   6350      -30.000  -0.760
   6360       -6.000  0.040
   6370      -14.000  0.520
   6380      -14.000  0.120
   6390      -14.000  -0.360
   6400      -14.000  0.120
   6410      -18.000  0.040
   6420      -26.000  0.600
   6430      -30.000  -0.760
   6440      -30.000  -0.680
   6450      -18.000  -0.200
   6460      -18.000  -0.360
   6470      -22.000  -0.440
   6480       -6.000  -0.280
   6490      -10.000  0.200
   6500      -14.000  0.360
   6510       -2.000  0.120
   6520        2.000  0.280
   6530      -14.000  -0.360
   6540      -10.000  -0.520
   6550      -18.000  0.120
   6560      -42.000  -0.920
   6570      -10.000  0.040
   6580      -14.000  0.520
   6590      -30.000  0.680
   6600       -6.000  0.360
   6610       -6.000  -0.200
   6620      -26.000  -0.680
   6630      -10.000  0.280
   6640      -10.000  -0.520
   6650      -10.000  -0.600
   6660      -10.000  -0.280
   6670      -14.000  -0.600
   6680      -14.000  -0.120
   6690      -10.000  -0.120
   6700       -6.000  0.120
   6710      -14.000  0.280
   6720      -22.000  0.200
   6730      -26.000  0.280
   6740      -22.000  -0.200
   6750      -10.000  -0.040
   6760      -26.000  -0.680
   6770      -30.000  0.600
   6780      -10.000  0.120
   6790       -2.000  0.280
   6800      -10.000  -0.200
   6810       -2.000  -0.280
   6820      -10.000  0.120
   6830      -22.000  -0.280
   6840      -18.000  0.520
   6850      -18.000  0.520
   6860      -22.000  -0.440
   6870      -18.000  -0.520
   6880       -6.000  -0.280
   6890      -18.000  0.680
   6900      -22.000  -0.440
   6910      -34.000  0.680
   6920       -6.000  0.280
   6930        2.000  -0.040
   6940      -18.000  -0.600
   6950      -18.000  -0.040
   6960      -14.000  0.040
   6970        2.000  -0.120
   6980      -10.000  -0.200
   6990      -18.000  -0.360
   7000      -18.000  -0.520
   7010      -18.000  -0.600
   7020      -22.000  -0.520
   7030      -26.000  -0.440
   7040      -14.000  0.200
   7050      -22.000  -0.440
   7060        2.000  0.120
   7070      -18.000  -0.600
   7080        6.000  -0.280
   7090      -18.000  -0.040
   7100       -2.000  0.120
   7110      -18.000  0.520
   7120      -42.000  -0.920
   7130      -14.000  0.360
   7140      -14.000  -0.200
   7150      -10.000  -0.200
   7160      -10.000  0.200
   7170      -10.000  -0.520
   7180      -14.000  -0.280
   7190      -10.000  -0.200
   7200      -26.000  -0.600
   7210      -14.000  -0.440
   7220      -14.000  0.280
   7230      -22.000  0.120
   7240      -10.000  -0.040
   7250       -2.000  0.040
   7260      -14.000  -0.520
   7270      -14.000  -0.120
   7280      -14.000  0.200
   7290       -2.000  -0.120
   7300        2.000  -0.040
   7310       -6.000  0.040
   7320       -6.000  0.200
   7330       -2.000  0.200
   7340      -22.000  0.600
   7350      -14.000  -0.520
   7360      -18.000  0.280
   7370      -22.000  -0.360
   7380       -2.000  -0.200
   7390      -10.000  -0.040
   7400       -6.000  0.040
   7410      -10.000  -0.120
   7420      -26.000  -0.600
   7430      -10.000  -0.520
   7440      -14.000  -0.600
   7450       -2.000  0.200
   7460       -6.000  0.200
   7470      -14.000  -0.280
   7480      -14.000  0.200
   7490      -14.000  -0.600
   7500       -6.000  -0.280
   7510      -14.000  -0.360
   7520      -10.000  -0.040
   7530      -22.000  0.680
   7540      -14.000  -0.200
   7550      -10.000  0.200
   7560      -18.000  0.440
   7570      -10.000  0.040
   7580       -6.000  0.120
   7590      -10.000  0.120
   7600      -18.000  0.040
   7610      -26.000  0.680
   7620      -10.000  -0.040
   7630      -18.000  0.200
   7640        2.000  0.200
   7650      -14.000  0.440
   7660      -14.000  0.040
   7670      -18.000  -0.040
   7680      -14.000  -0.280
   7690      -22.000  0.680
   7700      -26.000  0.280
   7710      -18.000  -0.120
   7720      -10.000  -0.360
   7730      -14.000  0.360
   7740      -10.000  0.040
   7750      -14.000  0.040
   7760      -10.000  0.280
   7770      -14.000  0.200
   7780      -14.000  -0.280
   7790      -26.000  -0.360
   7800      -18.000  -0.440
   7810      -18.000  0.200
   7820      -10.000  -0.200
   7830      -18.000  -0.120
   7840      -14.000  0.200
   7850      -22.000  -0.200
   7860      -18.000  0.200
   7870      -34.000  -0.840
   7880      -18.000  0.440
   7890      -22.000  0.200
   7900      -14.000  -0.120
   7910      -22.000  -0.600
   7920      -14.000  0.440
   7930      -22.000  -0.120
   7940      -10.000  0.200
   7950      -14.000  -0.360
   7960      -14.000  0.360
   7970      -14.000  0.280
   7980      -14.000  0.120
   7990      -18.000  -0.520
   8000      -10.000  -0.280
   8010      -22.000  0.520
   8020       -6.000  0.040
   8030      -14.000  0.440
   8040      -18.000  -0.360
   8050       -2.000  -0.200
   8060      -10.000  -0.040
   8070      -30.000  0.760
   8080      -10.000  -0.280
   8090       -2.000  0.120
   8100      -14.000  -0.200
   8110      -26.000  -0.760
   8120      -26.000  0.600
   8130      -14.000  -0.200
   8140      -10.000  0.120
   8150      -18.000  -0.600
   8160       -6.000  -0.360
   8170      -22.000  -0.440
   8180      -10.000  -0.200
   8190      -22.000  0.360
   8200      -14.000  0.200
   8210      -10.000  0.120
   8220      -18.000  -0.120
   8230      -18.000  0.680
   8240       -6.000  -0.040
   8250        2.000  0.120
   8260      -22.000  -0.600
   8270      -30.000  -0.680
   8280      -14.000  -0.040
   8290      -10.000  -0.040
   8300      -14.000  0.200
   8310      -22.000  -0.680
   8320      -10.000  0.040
   8330      -18.000  -0.360
   8340      -10.000  0.200
   8350       -2.000  0.040
   8360      -10.000  -0.120
   8370       -6.000  -0.040
   8380      -10.000  0.200
   8390      -14.000  0.360
   8400      -10.000  0.120
   8410       -6.000  -0.200
   8420      -18.000  -0.040
   8430      -14.000  -0.200
   8440       -6.000  0.040
   8450      -18.000  -0.040
   8460      -10.000  0.200
   8470       -6.000  -0.360
   8480      -18.000  0.600
   8490      -14.000  -0.040
   8500      -14.000  -0.280
   8510      -18.000  0.600
   8520      -10.000  0.040
   8530      -14.000  -0.200
   8540      -22.000  0.360
   8550      -18.000  -0.200
   8560       -6.000  -0.040
   8570      -18.000  -0.040
   8580       -6.000  -0.360
   8590       -6.000  0.280
   8600       -2.000  -0.200
   8610       -6.000  -0.280
   8620      -14.000  -0.440
   8630      -22.000  0.520
   8640      -14.000  0.360
   8650      -18.000  -0.040
   8660      -10.000  -0.120
   8670      -18.000  -0.680
   8680      -10.000  0.200
   8690      -18.000  0.520
   8700      -14.000  -0.280
   8710      -14.000  0.280
   8720      -22.000  0.120
   8730       -6.000  -0.120
   8740      -10.000  0.120
   8750      -10.000  -0.520
   8760      -10.000  -0.200
   8770      -14.000  -0.120
   8780      -14.000  0.280
   8790      -30.000  -0.760
   8800      -22.000  -0.600
   8810      -10.000  0.440
   8820       -6.000  -0.440
   8830      -18.000  -0.040
   8840      -18.000  -0.440
   8850      -26.000  0.440
   8860      -22.000  -0.600
   8870      -14.000  0.200
   8880      -22.000  0.520
   8890      -22.000  0.520
   8900      -14.000  0.280
   8910       -6.000  -0.200
   8920      -10.000  0.360
   8930      -22.000  -0.200
   8940       -6.000  -0.040
   8950      -26.000  -0.600
   8960      -22.000  0.200
   8970      -26.000  -0.600
   8980      -18.000  0.280
   8990      -10.000  -0.600
   9000       -2.000  0.120
   9010      -22.000  0.440
   9020      -22.000  0.520
   9030      -22.000  0.280
   9040      -14.000  -0.360
   9050      -18.000  -0.520
   9060      -14.000  0.360
   9070      -14.000  0.120
   9080       -6.000  -0.120
   9090      -22.000  0.520
   9100       -6.000  -0.040
   9110      -14.000  -0.200
   9120      -10.000  -0.040
   9130      -22.000  0.680
   9140      -18.000  -0.360
   9150      -14.000  -0.440
   9160      -18.000  -0.280
   9170      -18.000  0.440
   9180      -34.000  -0.840
   9190      -10.000  0.200
   9200      -22.000  -0.600
   9210      -10.000  -0.120
   9220      -18.000  -0.520
   9230       -2.000  0.440
   9240        2.000  -0.040
   9250       -6.000  0.120
   9260      -22.000  -0.440
   9270      -22.000  -0.600
   9280       -2.000  -0.040
   9290      -22.000  -0.600
   9300      -14.000  -0.120
   9310      -22.000  0.360
   9320       -2.000  -0.120
   9330       -2.000  0.120
   9340      -14.000  -0.520
   9350      -26.000  -0.680
   9360      -34.000  -0.840
   9370       -6.000  -0.040
   9380      -10.000  0.200
   9390       -2.000  -0.040
   9400       -6.000  -0.120
   9410      -18.000  0.520
   9420      -10.000  0.360
   9430       -6.000  0.280
   9440      -10.000  -0.200
   9450      -14.000  -0.520
   9460      -10.000  0.280
   9470      -34.000  0.760
   9480      -34.000  0.840
   9490      -42.000  0.920
   9500      -14.000  0.120
   9510      -26.000  -0.520
   9520      -14.000  -0.360
   9530       -2.000  -0.040
   9540      -14.000  -0.200
   9550      -14.000  0.360
   9560      -18.000  -0.520
   9570      -42.000  0.920
