  10     0.000000
  20     0.000000
  40     0.000000
  80     0.000000
  160     0.000000
  320     0.000000
  640     0.000000
  1280     0.000000
  2560     0.000001
  5120     0.000001
  10240     0.000001
  20480     0.000000
  40960     0.000006
  81920     0.000010
  163840     0.000071
  327680     0.000191
  655360     0.001209
  1310720     0.000663
  2621440     0.003029
  5242880     0.041017
  10485760     0.082747
  20971520     0.123937
  41943040     0.190078
  83886080     0.199011
