# omega0=1, alpha=0.2
# theta0=0.8, theta_dot0=0
# t_start=0, t_end=200, h=0.00911928
#   t          x(t)                 v(t)       
6.823046802368610e+01 -3.535234622607512e-01 -9.533735789508603e-02
6.832166084381940e+01 -3.615200977912854e-01 -7.998964375172049e-02
6.841285366395270e+01 -3.681038535069960e-01 -6.435996157962748e-02
6.850404648408600e+01 -3.732515462763590e-01 -4.850380352782062e-02
6.859523930421931e+01 -3.769450530753883e-01 -3.247665589649966e-02
6.868643212435261e+01 -3.791713115258327e-01 -1.633402678463049e-02
6.877762494448591e+01 -3.799223239589563e-01 -1.314943170179731e-04
6.886881776461921e+01 -3.791951664776131e-01 1.607523348952615e-02
6.896001058475251e+01 -3.769920036563029e-01 3.223025650360904e-02
6.905120340488581e+01 -3.733201086673589e-01 4.827742724674107e-02
6.914239622501911e+01 -3.681918877767146e-01 6.416031178413417e-02
6.923358904515241e+01 -3.616249073399331e-01 7.982217538570972e-02
6.932478186528571e+01 -3.536419206729892e-01 9.520600085102032e-02
6.941597468541902e+01 -3.442708914966160e-01 1.102545463812578e-01
6.950716750555232e+01 -3.335450100807268e-01 1.249104486274049e-01
6.959836032568562e+01 -3.215026977678830e-01 1.391163750653164e-01
6.968955314581892e+01 -3.081875952512905e-01 1.528152281726672e-01
6.978074596595222e+01 -2.936485298398517e-01 1.659504020444449e-01
6.987193878608552e+01 -2.779394569732168e-01 1.784660901277730e-01
6.996313160621882e+01 -2.611193714618841e-01 1.903076407382676e-01
7.005432442635212e+01 -2.432521843240086e-01 2.014219550036024e-01
7.014551724648543e+01 -2.244065616682308e-01 2.117579199388278e-01
7.023671006661873e+01 -2.046557228200667e-01 2.212668675718006e-01
7.032790288675203e+01 -1.840771957903168e-01 2.299030494882033e-01
7.041909570688533e+01 -1.627525292122132e-01 2.376241149348471e-01
7.051028852701863e+01 -1.407669609971605e-01 2.443915797813647e-01
7.060148134715193e+01 -1.182090451382438e-01 2.501712732559647e-01
7.069267416728523e+01 -9.517023928257606e-02 2.549337494850957e-01
7.078386698741853e+01 -7.174445685136689e-02 2.586546515018927e-01
7.087505980755184e+01 -4.802758856278356e-02 2.613150165405636e-01
7.096625262768514e+01 -2.411699916127546e-02 2.629015130721508e-01
7.105744544781844e+01 -1.110059362191430e-04 2.634066021023434e-01
7.114863826795174e+01 2.389165381275564e-02 2.628286176597369e-01
7.123983108808504e+01 4.779235886312482e-02 2.611717640473568e-01
7.133102390821834e+01 7.149313611299819e-02 2.584460301904922e-01
7.142221672835164e+01 9.489718114053586e-02 2.546670241613082e-01
7.151340954848494e+01 1.179093602402765e-01 2.498557335671495e-01
7.160460236861825e+01 1.404366875253703e-01 2.440382198353275e-01
7.169579518875155e+01 1.623887715107144e-01 2.372452564088946e-01
7.178698800888485e+01 1.836782265789083e-01 2.295119224038741e-01
7.187818082901815e+01 2.042210458354056e-01 2.208771643132784e-01
7.196937364915145e+01 2.239369330340794e-01 2.113833388499307e-01
7.206056646928475e+01 2.427495924513241e-01 2.010757499997076e-01
7.215175928941805e+01 2.605869767587695e-01 1.900021928365262e-01
7.224295210955135e+01 2.773814940482002e-01 1.782125156797107e-01
7.233414492968465e+01 2.930701761592296e-01 1.657582108201878e-01
7.242533774981796e+01 3.075948113192095e-01 1.526920423830314e-01
7.251653056995126e+01 3.209020448018347e-01 1.390677180151499e-01
7.260772339008456e+01 3.329434518297957e-01 1.249396090742416e-01
7.269891621021786e+01 3.436755872792340e-01 1.103625219308099e-01
7.279010903035116e+01 3.530600168884303e-01 9.539152095417246e-02
7.288130185048446e+01 3.610633346353282e-01 8.008180180165005e-02
7.297249467061776e+01 3.676571707388717e-01 6.448861182228889e-02
7.306368749075106e+01 3.728181943729096e-01 4.866721276630327e-02
7.315488031088437e+01 3.765281146773098e-01 3.267287959209767e-02
7.324607313101767e+01 3.787736830302044e-01 1.656092800805772e-02
7.333726595115097e+01 3.795466988310661e-01 3.867624922064576e-04
7.342845877128427e+01 3.788440202608182e-01 -1.579406409101772e-02
7.351965159141757e+01 3.766675806573219e-01 -3.192578850624743e-02
7.361084441155087e+01 3.730244102975528e-01 -4.795238209629984e-02
7.370203723168417e+01 3.679266625367515e-01 -6.381751176276645e-02
7.379323005181747e+01 3.613916424448121e-01 -7.946452560039760e-02
7.388442287195078e+01 3.534418353256986e-01 -9.483647106600897e-02
7.397561569208408e+01 3.441049318306353e-01 -1.098761525640998e-01
7.406680851221738e+01 3.334138458030615e-01 -1.245262340892586e-01
7.415800133235068e+01 3.214067205442573e-01 -1.387293910987527e-01
7.424919415248398e+01 3.081269188825044e-01 -1.524285141236155e-01
7.434038697261728e+01 2.936229922821956e-01 -1.655669647977605e-01
7.443157979275058e+01 2.779486242554574e-01 -1.780888830365130e-01
7.452277261288388e+01 2.611625435460583e-01 -1.899395420829481e-01
7.461396543301719e+01 2.433284029467085e-01 -2.010657461269145e-01
7.470515825315049e+01 2.245146201830831e-01 -2.114162632606178e-01
7.479635107328379e+01 2.047941780408251e-01 -2.209422847454659e-01
7.488754389341709e+01 1.842443818078284e-01 -2.295979000098134e-01
7.497873671355039e+01 1.629465731281829e-01 -2.373405755571612e-01
7.506992953368369e+01 1.409858004841112e-01 -2.441316251136423e-01
7.516112235381699e+01 1.184504476995704e-01 -2.499366579446797e-01
7.525231517395029e+01 9.543182305052061e-02 -2.547259923686544e-01
7.534350799408359e+01 7.202371272563964e-02 -2.584750221133059e-01
7.543470081421690e+01 4.832190345997537e-02 -2.611645242957761e-01
7.552589363435020e+01 2.442368011668379e-02 -2.627808994293757e-01
7.561708645448350e+01 4.273047766207828e-04 -2.633163359112717e-01
7.570827927461680e+01 -2.356851552333866e-02 -2.627688938417356e-01
7.579947209475010e+01 -4.746516491163472e-02 -2.611425056622981e-01
7.589066491488340e+01 -7.116465106751677e-02 -2.584468938567211e-01
7.598185773501670e+01 -9.457012642330455e-02 -2.546974087067408e-01
7.607305055515000e+01 -1.175863911294464e-01 -2.499147917058178e-01
7.616424337528331e+01 -1.401203713491141e-01 -2.441248725887488e-01
7.625543619541661e+01 -1.620815672687701e-01 -2.373582099287479e-01
7.634662901554991e+01 -1.833824661929782e-01 -2.296496868041571e-01
7.643782183568321e+01 -2.039389171925120e-01 -2.210380740880302e-01
7.652901465581651e+01 -2.236704649474982e-01 -2.115655744374042e-01
7.662020747594981e+01 -2.425006416236153e-01 -2.012773600553019e-01
7.671140029608311e+01 -2.603572167921695e-01 -1.902211167937101e-01
7.680259311621641e+01 -2.771724065105678e-01 -1.784466062087317e-01
7.689378593634972e+01 -2.928830436799858e-01 -1.660052558361728e-01
7.698497875648302e+01 -3.074307126601780e-01 -1.529497863053828e-01
7.707617157661632e+01 -3.207618518232237e-01 -1.393338820360057e-01
7.716736439674962e+01 -3.328278282521309e-01 -1.252119102522907e-01
7.725855721688292e+01 -3.435849891279727e-01 -1.106386909851867e-01
7.734975003701622e+01 -3.529946944991402e-01 -9.566931868904702e-02
7.744094285714952e+01 -3.610233360933666e-01 -8.035903414337711e-02
7.753213567728282e+01 -3.676423466279470e-01 -6.476314349592514e-02
7.762332849741613e+01 -3.728282037111210e-01 -4.893697967568585e-02
7.771452131754943e+01 -3.765624319264989e-01 -3.293589999669842e-02
7.780571413768273e+01 -3.788316060739504e-01 -1.681531261005853e-02
7.789690695781603e+01 -3.796273578275794e-01 -6.307235586249134e-04
7.798809977794933e+01 -3.789463872885664e-01 1.556220444353399e-02
7.807929259808263e+01 -3.767904800826776e-01 3.170759074162115e-02
7.817048541821593e+01 -3.731665298043848e-01 4.774928229448435e-02
7.826167823834923e+01 -3.680865647670684e-01 6.363081516970760e-02
7.835287105848253e+01 -3.615677772067740e-01 7.929540062598298e-02
7.844406387861584e+01 -3.536325523301140e-01 9.468594369175455e-02
7.853525669874914e+01 -3.443084939191547e-01 1.097451011532434e-01
7.862644951888244e+01 -3.336284426304845e-01 1.244153846240448e-01
7.871764233901574e+01 -3.216304826736558e-01 1.386393129014729e-01
7.880883515914904e+01 -3.083579322453200e-01 1.523596161478410e-01
7.890002797928234e+01 -2.938593129463534e-01 1.655194926026086e-01
7.899122079941564e+01 -2.781882934332259e-01 1.780629165782060e-01
7.908241361954894e+01 -2.614036027604044e-01 1.899349944729659e-01
7.917360643968225e+01 -2.435689092608796e-01 2.010823635135097e-01
7.926479925981555e+01 -2.247526613838291e-01 2.114536259894154e-01
7.935599207994885e+01 -2.050278876518680e-01 2.209998099447339e-01
7.944718490008215e+01 -1.844719537977239e-01 2.296748457265891e-01
7.953837772021545e+01 -1.631662761664376e-01 2.374360465420695e-01
7.962957054034875e+01 -1.411959915921046e-01 2.442445803157461e-01
7.972076336048205e+01 -1.186495851391662e-01 2.500659197343799e-01
7.981195618061535e+01 -9.561847829378407e-02 2.548702574582898e-01
7.990314900074866e+01 -7.219658135416782e-02 2.586328740938635e-01
7.999434182088196e+01 -4.847981485215088e-02 2.613344476564670e-01
8.008553464101526e+01 -2.456560579559515e-02 2.629612948773535e-01
8.017672746114856e+01 -5.523653101405148e-04 2.635055367640448e-01
8.026792028128186e+01 2.346104515630779e-02 2.629651832272173e-01
8.035911310141516e+01 4.737585154919065e-02 2.613441342329775e-01
8.045030592154846e+01 7.109390121984735e-02 2.586520977066409e-01
8.054149874168176e+01 9.451818575885346e-02 2.549044271737433e-01
8.063269156181507e+01 1.175533455673831e-01 2.501218847471362e-01
8.072388438194837e+01 1.401061497055831e-01 2.443303374350390e-01
8.081507720208167e+01 1.620859453786759e-01 2.375603967490401e-01
8.090627002221497e+01 1.834050724062575e-01 2.298470131503605e-01
8.099746284234827e+01 2.039792391246556e-01 2.212290379305329e-01
8.108865566248157e+01 2.237278573490385e-01 2.117487656507046e-01
8.117984848261487e+01 2.425743352226800e-01 2.014514702620967e-01
8.127104130274817e+01 2.604463279581047e-01 1.903849475251039e-01
8.136223412288147e+01 2.772759475849378e-01 1.785990753850656e-01
8.145342694301478e+01 2.929999338236423e-01 1.661454026155249e-01
8.154461976314808e+01 3.075597890711122e-01 1.530767743835864e-01
8.163581258328138e+01 3.209018811889789e-01 1.394470015119726e-01
8.172700540341468e+01 3.329775183120117e-01 1.253105781948850e-01
8.181819822354798e+01 3.437430002334441e-01 1.107224508526296e-01
8.190939104368128e+01 3.531596510749590e-01 9.573783875899021e-02
8.200058386381458e+01 3.611938379164633e-01 8.041210511182205e-02
8.209177668394788e+01 3.678169798552550e-01 6.480067539680230e-02
8.218296950408119e+01 3.730055516008924e-01 4.895899826104973e-02
8.227416232421449e+01 3.767410852096952e-01 3.294254270116422e-02
8.236535514434779e+01 3.790101729426902e-01 1.680682420340661e-02
8.245654796448109e+01 3.798044735161199e-01 6.074515685463675e-04
8.254774078461439e+01 3.791207232287155e-01 -1.559981447968103e-02
8.263893360474769e+01 3.769607526198469e-01 -3.175900016037243e-02
8.273012642488099e+01 3.733315084627152e-01 -4.781386431177518e-02
8.282131924501429e+01 3.682450800523315e-01 -6.370786001544071e-02
8.291251206514760e+01 3.617187279342640e-01 -7.938412083263613e-02
8.300370488528090e+01 3.537749124617779e-01 -9.478547957651592e-02
8.309489770541420e+01 3.444413188900964e-01 -1.098545265437176e-01
8.318609052554750e+01 3.337508751400967e-01 -1.245337128836897e-01
8.327728334568080e+01 3.217417579114172e-01 -1.387655033122696e-01
8.336847616581410e+01 3.084573825161769e-01 -1.524925807040832e-01
8.345966898594740e+01 2.939463716560450e-01 -1.656581032611310e-01
8.355086180608070e+01 2.782624983903517e-01 -1.782060129970477e-01
8.364205462621400e+01 2.614645987498885e-01 -1.900813922528072e-01
8.373324744634731e+01 2.436164498431288e-01 -2.012308629348576e-01
8.382444026648061e+01 2.247866098756073e-01 -2.116030212143167e-01
8.391563308661391e+01 2.050482172489326e-01 -2.211488986258072e-01
8.400682590674721e+01 1.844787468056968e-01 -2.298224389396436e-01
8.409801872688051e+01 1.631597223152039e-01 -2.375809789328529e-01
8.418921154701381e+01 1.411763854201080e-01 -2.443857203278590e-01
8.428040436714711e+01 1.186173224470348e-01 -2.502021797654926e-01
8.437159718728041e+01 9.557405168138672e-02 -2.550006037767739e-01
8.446279000741372e+01 7.214057487097490e-02 -2.587563363388840e-01
8.455398282754702e+01 4.841289780706688e-02 -2.614501277422704e-01
8.464517564768032e+01 2.448852578861309e-02 -2.630683751273683e-01
8.473636846781362e+01 4.659405635709366e-04 -2.636032871125377e-01
8.482756128794692e+01 -2.355593407530054e-02 -2.630529673452544e-01
8.491875410808022e+01 -4.747827051105016e-02 -2.614214144605377e-01
8.500994692821352e+01 -7.120287170695429e-02 -2.587184387027968e-01
8.510113974834682e+01 -9.463269431206989e-02 -2.549594982304299e-01
8.519233256848013e+01 -1.176723533818033e-01 -2.501654607475483e-01
8.528352538861343e+01 -1.402286022523873e-01 -2.443622984734338e-01
8.537471820874673e+01 -1.622107819330933e-01 -2.375807264629863e-01
8.546591102888003e+01 -1.835312353677517e-01 -2.298557958477275e-01
8.555710384901333e+01 -2.041056830242174e-01 -2.212264546204374e-01
8.564829666914663e+01 -2.238535574494554e-01 -2.117350891092116e-01
8.573948948927993e+01 -2.426982956303385e-01 -2.014270592790336e-01
8.583068230941323e+01 -2.605675891786977e-01 -1.903502404875801e-01
8.592187512954654e+01 -2.773935934698182e-01 -1.785545833562409e-01
8.601306794967984e+01 -2.931130978679312e-01 -1.660917020641897e-01
8.610426076981314e+01 -3.076676600385146e-01 -1.530144997118345e-01
8.619545358994644e+01 -3.210037080511391e-01 -1.393768375154934e-01
8.628664641007974e+01 -3.330726145017911e-01 -1.252332525741293e-01
8.637783923021304e+01 -3.438307472214476e-01 -1.106387268743574e-01
8.646903205034634e+01 -3.532395012867963e-01 -9.564850814751590e-02
8.656022487047964e+01 -3.612653170145233e-01 -8.031798122863235e-02
8.665141769061294e+01 -3.678796884131960e-01 -6.470258674704375e-02
8.674261051074625e+01 -3.730591662016861e-01 -4.885778234645644e-02
8.683380333087955e+01 -3.767853589990550e-01 -3.283904022199093e-02
8.692499615101285e+01 -3.790449356692637e-01 -1.670187359737228e-02
8.701618897114615e+01 -3.798296310881739e-01 -5.018838630657949e-04
8.710738179127945e+01 -3.791362568144632e-01 1.570518053433713e-02
8.719857461141275e+01 -3.769667173153392e-01 3.186336271476291e-02
8.728976743154605e+01 -3.733280315476569e-01 4.791644283776583e-02
8.738096025167935e+01 -3.682323588505540e-01 6.380789956243402e-02
8.747215307181266e+01 -3.616970272921984e-01 7.948089615454963e-02
8.756334589194596e+01 -3.537445618553643e-01 9.487829915783116e-02
8.765453871207926e+01 -3.444027091683747e-01 1.099427365438910e-01
8.774573153221256e+01 -3.337044549124565e-01 1.246167010082598e-01
8.783692435234586e+01 -3.216880295852771e-01 1.388427026066203e-01
8.792811717247916e+01 -3.083968979928305e-01 1.525634732526034e-01
8.801930999261246e+01 -2.938797276945999e-01 1.657222237610786e-01
8.811050281274576e+01 -2.781903316530824e-01 1.782629521634555e-01
8.820169563287907e+01 -2.613875805468582e-01 1.901307999989559e-01
8.829288845301237e+01 -2.435352805994610e-01 2.012724512628782e-01
8.838408127314567e+01 -2.247020133511217e-01 2.116365667430263e-01
8.847527409327897e+01 -2.049609345467292e-01 2.211742446785098e-01
8.856646691341227e+01 -1.843895302133840e-01 2.298394971138058e-01
8.865765973354557e+01 -1.630693290294811e-01 2.375897300766162e-01
8.874885255367887e+01 -1.410855712119635e-01 2.443862148553972e-01
8.884004537381217e+01 -1.185268353305477e-01 2.501945372542001e-01
8.893123819394548e+01 -9.548462565368504e-02 2.549850118038563e-01
8.902243101407878e+01 -7.205292379398143e-02 2.587330485326112e-01
8.911362383421208e+01 -4.832770950302462e-02 2.614194610431937e-01
8.920481665434538e+01 -2.440645642083553e-02 2.630307062763109e-01
8.929600947447868e+01 -3.876093713287565e-04 2.635590484041138e-01
8.938720229461198e+01 2.362994962335961e-02 2.630026417069826e-01
8.947839511474528e+01 4.754743908694021e-02 2.613655299372224e-01
8.956958793487858e+01 7.126671196690179e-02 2.586575624427808e-01
8.966078075501188e+01 9.469077817307993e-02 2.548942300837349e-01
8.975197357514519e+01 1.177243087012337e-01 2.500964265951945e-01
8.984316639527849e+01 1.402741148916536e-01 2.442901434119801e-01
8.993435921541179e+01 1.622495971979795e-01 2.375061079684350e-01
9.002555203554509e+01 1.835631588289537e-01 2.297793770385353e-01
9.011674485567839e+01 2.041305807323075e-01 2.211488977308477e-01
9.020793767581169e+01 2.238713555680725e-01 2.116570492720607e-01
9.029913049594499e+01 2.427089795197900e-01 2.013491787023272e-01
9.039032331607829e+01 2.605712019690936e-01 1.902731430923311e-01
9.048151613621160e+01 2.773902341681999e-01 1.784788699251814e-01
9.057270895634490e+01 2.931029190475585e-01 1.660179459328983e-01
9.066390177647820e+01 3.076508651605441e-01 1.529432430163410e-01
9.075509459661150e+01 3.209805484694618e-01 1.393085879942542e-01
9.084628741674480e+01 3.330433862009369e-01 1.251684809079665e-01
9.093748023687810e+01 3.437957873353993e-01 1.105778645359600e-01
9.102867305701140e+01 3.531991844435214e-01 9.559194572268055e-02
9.111986587714470e+01 3.612200515472509e-01 8.026606716472338e-02
9.121105869727801e+01 3.678299124752084e-01 6.465562648017023e-02
9.130225151741131e+01 3.730053438168870e-01 4.881603775750252e-02
9.139344433754461e+01 3.767279760760631e-01 3.280272937269007e-02
9.148463715767791e+01 3.789844960024567e-01 1.667117070081716e-02
9.157582997781121e+01 3.797666523651679e-01 4.769194480700092e-04
9.166702279794451e+01 3.790712666460961e-01 -1.572431929912206e-02
9.175821561807781e+01 3.769002493014583e-01 -3.187663156350359e-02
9.184940843821111e+01 3.732606213899588e-01 -4.792383983514677e-02
9.194060125834442e+01 3.681645405224563e-01 -6.380946442611883e-02
9.203179407847772e+01 3.616293292752161e-01 -7.947670947366078e-02
9.212298689861102e+01 3.536775034517239e-01 -9.486848150071343e-02
