# omega0=1, alpha=0
# theta0=0.8, theta_dot0=0
# t_start=0, t_end=300, h=0.00911928
#   t          x(t)                 v(t)       
6.018726128793194e+00 7.025937000279441e-01 3.645874373092697e-01
6.109918948926424e+00 7.331210068954135e-01 3.045743337622428e-01
6.201111769059654e+00 7.580864487914616e-01 2.426778110707746e-01
6.292304589192884e+00 7.773373862267214e-01 1.793146279869602e-01
6.383497409326115e+00 7.907585344725050e-01 1.148875661072416e-01
6.474690229459345e+00 7.982707905744901e-01 4.978788327258373e-02
6.565883049592575e+00 7.998303396771725e-01 -1.560107924284622e-02
6.657075869725805e+00 7.954281276331335e-01 -8.089954001592249e-02
6.748268689859035e+00 7.850897490753045e-01 -1.457265937497932e-01
6.839461509992265e+00 7.688757612021383e-01 -2.096956301516363e-01
6.930654330125495e+00 7.468823943778367e-01 -2.724102828561480e-01
7.021847150258726e+00 7.192425921354771e-01 -3.334613238029757e-01
7.113039970391956e+00 6.861272763100013e-01 -3.924248935712720e-01
7.204232790525186e+00 6.477466992042036e-01 -4.488624155589335e-01
7.295425610658416e+00 6.043517157761069e-01 -5.023224759036430e-01
7.386618430791646e+00 5.562347872034512e-01 -5.523448566223496e-01
7.477811250924876e+00 5.037305155712913e-01 -5.984667838915207e-01
7.569004071058107e+00 4.472155106522242e-01 -6.402312981742104e-01
7.660196891191337e+00 3.871074062306394e-01 -6.771974752086742e-01
7.751389711324567e+00 3.238628766378538e-01 -7.089520403918208e-01
7.842582531457797e+00 2.579745540566920e-01 -7.351217435464814e-01
7.933775351591027e+00 1.899668116607668e-01 -7.553857202009810e-01
8.024968171724257e+00 1.203904524964321e-01 -7.694869835146972e-01
