0  8.43184  17.6612  11.0219  10.6399  16.5655  19.1066  4.389  
0.001  8.46681  17.5667  11.1632  10.5274  16.6654  19.1804  4.41728  
0.002  8.50196  17.4749  11.3061  10.4159  16.7667  19.2519  4.4463  
0.003  8.53727  17.3856  11.4505  10.3055  16.8692  19.321  4.47605  
0.004  8.5727  17.2988  11.5965  10.1961  16.9731  19.3876  4.50654  
0.005  8.60823  17.2144  11.7439  10.0877  17.0783  19.4517  4.53779  
0.006  8.64383  17.1321  11.8929  9.98016  17.1847  19.5132  4.56979  
0.007  8.67949  17.0521  12.0435  9.87357  17.2925  19.5722  4.60256  
0.008  8.71517  16.974  12.1955  9.76788  17.4015  19.6285  4.63611  
0.009  8.75084  16.898  12.3492  9.66305  17.5118  19.6821  4.67044  
0.01  8.78649  16.8238  12.5043  9.55906  17.6234  19.733  4.70557  
0.011  8.82208  16.7513  12.661  9.45588  17.7362  19.781  4.74149  
0.012  8.85759  16.6806  12.8193  9.3535  17.8504  19.8263  4.77823  
0.013  8.893  16.6115  12.979  9.25189  17.9657  19.8687  4.81579  
0.014  8.92826  16.544  13.1404  9.15104  18.0824  19.9082  4.85418  
0.015  8.96336  16.4779  13.3033  9.05093  18.2003  19.9448  4.8934  
0.016  8.99828  16.4132  13.4677  8.95153  18.3194  19.9783  4.93348  
0.017  9.03297  16.3498  13.6336  8.85285  18.4398  20.0089  4.97442  
0.018  9.06742  16.2876  13.8011  8.75485  18.5615  20.0364  5.01624  
0.019  9.1016  16.2267  13.9701  8.65753  18.6844  20.0608  5.05893  
0.02  9.13547  16.1669  14.1406  8.56087  18.8085  20.0821  5.10252  
0.021  9.16901  16.1081  14.3127  8.46487  18.9339  20.1002  5.14702  
0.022  9.20219  16.0503  14.4862  8.36952  19.0605  20.1152  5.19243  
0.023  9.23499  15.9935  14.6612  8.27479  19.1884  20.1269  5.23877  
0.024  9.26736  15.9375  14.8377  8.18069  19.3175  20.1355  5.28605  
0.025  9.2993  15.8823  15.0157  8.08722  19.4478  20.1407  5.33429  
0.026  9.33075  15.8279  15.1952  7.99435  19.5794  20.1427  5.38349  
0.027  9.3617  15.7742  15.3761  7.90209  19.7122  20.1413  5.43367  
0.028  9.39211  15.7212  15.5584  7.81043  19.8462  20.1367  5.48485  
0.029  9.42196  15.6687  15.7422  7.71936  19.9815  20.1287  5.53703  
0.03  9.45121  15.6168  15.9274  7.62889  20.118  20.1173  5.59022  
0.031  9.47984  15.5654  16.1139  7.53902  20.2557  20.1025  5.64445  
0.032  9.50781  15.5144  16.3018  7.44973  20.3946  20.0844  5.69972  
0.033  9.5351  15.4639  16.491  7.36103  20.5348  20.0629  5.75605  
0.034  9.56167  15.4137  16.6816  7.27292  20.6762  20.0379  5.81346  
0.035  9.5875  15.3637  16.8734  7.1854  20.8188  20.0096  5.87195  
0.036  9.61255  15.3141  17.0665  7.09847  20.9626  19.9778  5.93155  
0.037  9.6368  15.2647  17.2609  7.01214  21.1077  19.9426  5.99226  
0.038  9.66021  15.2154  17.4564  6.9264  21.2539  19.904  6.05411  
0.039  9.68276  15.1663  17.6531  6.84126  21.4014  19.862  6.1171  
0.04  9.70442  15.1173  17.851  6.75673  21.5501  19.8166  6.18126  
0.041  9.72515  15.0683  18.05  6.6728  21.7  19.7678  6.24659  
0.042  9.74493  15.0194  18.25  6.58948  21.8511  19.7155  6.31311  
0.043  9.76373  14.9704  18.4511  6.50678  22.0035  19.6599  6.38085  
0.044  9.78152  14.9213  18.6531  6.42471  22.157  19.601  6.44981  
0.045  9.79828  14.8722  18.8561  6.34326  22.3117  19.5387  6.52001  
0.046  9.81398  14.8229  19.06  6.26245  22.4677  19.473  6.59147  
0.047  9.82858  14.7735  19.2647  6.18228  22.6248  19.4041  6.6642  
0.048  9.84207  14.7238  19.4702  6.10277  22.7832  19.3319  6.73823  
0.049  9.85442  14.674  19.6765  6.02391  22.9427  19.2564  6.81356  
0.05  9.86561  14.6238  19.8835  5.94573  23.1035  19.1777  6.89021  
0.051  9.87561  14.5734  20.0911  5.86821  23.2654  19.0958  6.96821  
0.052  9.88439  14.5226  20.2993  5.79139  23.4285  19.0108  7.04756  
0.053  9.89194  14.4715  20.508  5.71525  23.5928  18.9226  7.12829  
0.054  9.89823  14.4201  20.7171  5.63982  23.7583  18.8314  7.21041  
0.055  9.90325  14.3682  20.9266  5.56509  23.925  18.7372  7.29394  
0.056  9.90698  14.3159  21.1364  5.49109  24.0928  18.6399  7.37891  
0.057  9.90939  14.2631  21.3465  5.41782  24.2619  18.5398  7.46532  
0.058  9.91047  14.2099  21.5567  5.34528  24.4321  18.4367  7.55319  
0.059  9.9102  14.1562  21.767  5.2735  24.6034  18.3308  7.64254  
0.06  9.90858  14.1019  21.9773  5.20247  24.776  18.2222  7.7334  
0.061  9.90558  14.0472  22.1875  5.1322  24.9497  18.1108  7.82577  
0.062  9.9012  13.9919  22.3975  5.06271  25.1245  17.9968  7.91969  
0.063  9.89543  13.936  22.6073  4.99401  25.3005  17.8801  8.01516  
0.064  9.88825  13.8795  22.8167  4.9261  25.4776  17.761  8.1122  
0.065  9.87966  13.8225  23.0257  4.85899  25.6559  17.6394  8.21084  
0.066  9.86965  13.7648  23.2341  4.79269  25.8353  17.5154  8.31109  
0.067  9.85823  13.7066  23.4418  4.72721  26.0159  17.3891  8.41298  
0.068  9.84538  13.6477  23.6488  4.66255  26.1975  17.2606  8.51651  
0.069  9.83112  13.5881  23.855  4.59873  26.3803  17.1299  8.62172  
0.07  9.81543  13.528  24.0601  4.53575  26.5642  16.9971  8.72862  
0.071  9.79832  13.4672  24.2642  4.47362  26.7492  16.8623  8.83723  
0.072  9.7798  13.4058  24.467  4.41233  26.9353  16.7256  8.94757  
0.073  9.75988  13.3437  24.6686  4.35191  27.1224  16.587  9.05965  
0.074  9.73856  13.281  24.8687  4.29236  27.3107  16.4467  9.17351  
0.075  9.71585  13.2176  25.0672  4.23367  27.5  16.3047  9.28916  
0.076  9.69177  13.1536  25.264  4.17586  27.6904  16.1612  9.40661  
0.077  9.66633  13.0889  25.4591  4.11893  27.8818  16.0161  9.5259  
0.078  9.63954  13.0237  25.6521  4.06288  28.0743  15.8696  9.64704  
0.079  9.61143  12.9578  25.8431  4.00771  28.2678  15.7219  9.77005  
0.08  9.58201  12.8913  26.0318  3.95344  28.4623  15.5729  9.89495  
0.081  9.55131  12.8242  26.2182  3.90005  28.6578  15.4228  10.0218  
0.082  9.51934  12.7565  26.4021  3.84756  28.8543  15.2716  10.1505  
0.083  9.48614  12.6882  26.5834  3.79596  29.0518  15.1195  10.2812  
0.084  9.45173  12.6194  26.7619  3.74526  29.2503  14.9665  10.4139  
0.085  9.41613  12.55  26.9374  3.69544  29.4497  14.8128  10.5486  
0.086  9.37938  12.4802  27.1099  3.64653  29.6501  14.6584  10.6853  
0.087  9.34151  12.4098  27.2792  3.5985  29.8514  14.5035  10.824  
0.088  9.30255  12.3389  27.4452  3.55136  30.0536  14.348  10.9648  
0.089  9.26253  12.2675  27.6076  3.50511  30.2567  14.1922  11.1077  
0.09  9.22149  12.1957  27.7664  3.45975  30.4607  14.036  11.2526  
