#  N   trapezoid     Simpsons      Gauss  
#-----------------------------------------
5.986452e+00  -1.441102e+01  -7.624460e+00  -1.482970e+01
5.988961e+00  -1.556357e+01  -1.502834e+01  -1.482970e+01
5.991465e+00  -1.634351e+01  -7.626780e+00  -1.634351e+01
5.993961e+00  -1.475290e+01  -1.420925e+01  -1.540976e+01
5.996452e+00  -1.362379e+01  -7.632603e+00  -1.475290e+01
5.998937e+00  -1.459860e+01  -1.540976e+01  -1.634351e+01
6.001415e+00  -1.634351e+01  -7.637872e+00  -1.603405e+01
6.003887e+00  -1.425312e+01  -1.805086e+01  -1.420925e+01
6.006353e+00  -1.425312e+01  -7.642580e+00  -1.556357e+01
6.008813e+00  -1.482970e+01  -1.556357e+01  -1.634351e+01
6.011267e+00  -1.513077e+01  -7.647507e+00  -1.475290e+01
6.013715e+00  -1.379302e+01  -1.502834e+01  -1.634351e+01
6.016157e+00  -1.459860e+01  -7.651665e+00  -1.459860e+01
6.018593e+00  -1.441102e+01  -1.482970e+01  -1.805086e+01
6.021023e+00  -1.634351e+01  -7.656638e+00  -1.420925e+01
6.023448e+00  -1.556357e+01  -1.459860e+01  -1.502834e+01
6.025866e+00  -1.425312e+01  -7.663440e+00  -1.502834e+01
6.028279e+00  -1.441102e+01  -1.634351e+01  -1.420925e+01
6.030685e+00  -1.388974e+01  -7.666255e+00  -1.420925e+01
6.033086e+00  -1.482970e+01  -1.475290e+01  -1.540976e+01
6.035481e+00  -1.634351e+01  -7.672718e+00  -1.540976e+01
6.037871e+00  -1.482970e+01  -1.475290e+01  -1.482970e+01
6.040255e+00  -1.556357e+01  -7.676169e+00  -1.482970e+01
6.042633e+00  -1.603405e+01  -1.513077e+01  -1.502834e+01
6.045005e+00  -1.556357e+01  -7.681265e+00  -1.502834e+01
6.047372e+00  -1.805086e+01  -1.420925e+01  -1.482970e+01
6.049733e+00  -1.513077e+01  -7.687004e+00  -1.453718e+01
6.052089e+00  -1.603405e+01  -1.459860e+01  -1.805086e+01
6.054439e+00  -1.441102e+01  -7.689679e+00  -1.805086e+01
6.056784e+00  -1.482970e+01  -1.482970e+01  -1.482970e+01
6.059123e+00  -1.399684e+01  -7.694638e+00  -1.435983e+01
6.061457e+00  -1.556357e+01  -1.425312e+01  -1.634351e+01
6.063785e+00  -1.425312e+01  -7.700246e+00  -1.435983e+01
6.066108e+00  -1.634351e+01  -1.475290e+01  -1.475290e+01
6.068426e+00  -1.425312e+01  -7.704002e+00  -1.513077e+01
6.070738e+00  -1.556357e+01  -1.603405e+01  -1.475290e+01
6.073045e+00  -1.441102e+01  -7.707772e+00  -1.513077e+01
6.075346e+00  -1.411679e+01  -1.459860e+01  -1.540976e+01
6.077642e+00  -1.379302e+01  -7.713243e+00  -1.603405e+01
6.079933e+00  -1.805086e+01  -1.805086e+01  -1.425312e+01
6.082219e+00  -1.453718e+01  -7.718957e+00  -1.540976e+01
6.084499e+00  -1.634351e+01  -1.333465e+01  -1.453718e+01
6.086775e+00  -1.347909e+01  -7.723210e+00  -1.482970e+01
6.089045e+00  -1.482970e+01  -1.805086e+01  -1.441102e+01
6.091310e+00  -1.482970e+01  -7.729410e+00  -1.475290e+01
6.093570e+00  -1.805086e+01  -1.453718e+01  -1.453718e+01
6.095825e+00  -1.379302e+01  -7.733277e+00  -1.475290e+01
6.098074e+00  -1.441102e+01  -1.634351e+01  -1.805086e+01
6.100319e+00  -1.482970e+01  -7.737376e+00  -1.540976e+01
6.102559e+00  -1.441102e+01  -1.540976e+01  -1.603405e+01
6.104793e+00  -1.399684e+01  -7.742795e+00  -1.603405e+01
6.107023e+00  -1.411679e+01  -1.453718e+01  -1.540976e+01
6.109248e+00  -1.603405e+01  -7.746715e+00  -1.502834e+01
6.111467e+00  -1.411679e+01  -1.540976e+01  -1.556357e+01
6.113682e+00  -1.513077e+01  -7.750650e+00  -1.502834e+01
6.115892e+00  -1.513077e+01  -1.603405e+01  -1.407841e+01
6.118097e+00  -1.603405e+01  -7.755481e+00  -1.603405e+01
6.120297e+00  -1.513077e+01  -1.513077e+01  -1.513077e+01
6.122493e+00  -1.513077e+01  -7.759229e+00  -1.603405e+01
6.124683e+00  -1.441102e+01  -1.513077e+01  -1.634351e+01
6.126869e+00  -1.441102e+01  -7.764546e+00  -1.420925e+01
6.129050e+00  -1.482970e+01  -1.453718e+01  -1.603405e+01
6.131226e+00  -1.556357e+01  -7.768106e+00  -1.435983e+01
6.133398e+00  -1.399684e+01  -1.513077e+01  -1.475290e+01
6.135565e+00  -1.513077e+01  -7.772798e+00  -1.805086e+01
6.137727e+00  -1.634351e+01  -1.634351e+01  -1.459860e+01
6.139885e+00  -1.441102e+01  -7.777063e+00  -1.556357e+01
6.142037e+00  -1.441102e+01  -1.634351e+01  -1.459860e+01
6.144186e+00  -1.513077e+01  -7.781119e+00  -1.407841e+01
6.146329e+00  -1.513077e+01  -1.441102e+01  -1.459860e+01
6.148468e+00  -1.634351e+01  -7.786327e+00  -1.540976e+01
6.150603e+00  -1.425312e+01  -1.482970e+01  -1.482970e+01
6.152733e+00  -1.513077e+01  -7.788599e+00  -1.425312e+01
6.154858e+00  -1.459860e+01  -1.360017e+01  -1.441102e+01
6.156979e+00  -1.411679e+01  -7.792018e+00  -1.603405e+01
6.159095e+00  -1.459860e+01  -1.805086e+01  -1.513077e+01
6.161207e+00  -1.459860e+01  -7.796824e+00  -1.441102e+01
6.163315e+00  -1.634351e+01  -1.540976e+01  -1.502834e+01
6.165418e+00  -1.556357e+01  -7.802806e+00  -1.805086e+01
6.167516e+00  -1.502834e+01  -1.475290e+01  -1.556357e+01
6.169611e+00  -1.513077e+01  -7.804654e+00  -1.513077e+01
6.171701e+00  -1.556357e+01  -1.502834e+01  -1.420925e+01
6.173786e+00  -1.459860e+01  -7.809521e+00  -1.399684e+01
6.175867e+00  -1.513077e+01  -1.556357e+01  -1.603405e+01
6.177944e+00  -1.425312e+01  -7.814879e+00  -1.556357e+01
6.180017e+00  -1.482970e+01  -1.540976e+01  -1.475290e+01
6.182085e+00  -1.556357e+01  -7.820031e+00  -1.453718e+01
6.184149e+00  -1.425312e+01  -1.482970e+01  -1.407841e+01
6.186209e+00  -1.425312e+01  -7.824738e+00  -1.441102e+01
6.188264e+00  -1.805086e+01  -1.360017e+01  -1.805086e+01
6.190315e+00  -1.459860e+01  -7.825446e+00  -1.407841e+01
6.192362e+00  -1.482970e+01  -1.475290e+01  -1.556357e+01
6.194405e+00  -1.441102e+01  -7.831840e+00  -1.805086e+01
6.196444e+00  -1.475290e+01  -1.376510e+01  -1.540976e+01
6.198479e+00  -1.370483e+01  -7.833505e+00  -1.603405e+01
6.200509e+00  -1.556357e+01  -1.634351e+01  -1.540976e+01
6.202536e+00  -1.399684e+01  -7.839711e+00  -1.556357e+01
6.204558e+00  -1.459860e+01  -1.540976e+01  -1.603405e+01
6.206576e+00  -1.482970e+01  -7.844512e+00  -1.634351e+01
6.208590e+00  -1.805086e+01  -1.502834e+01  -1.441102e+01
6.210600e+00  -1.425312e+01  -7.847886e+00  -1.453718e+01
6.212606e+00  -1.634351e+01  -1.453718e+01  -1.513077e+01
6.214608e+00  -1.540976e+01  -7.853211e+00  -1.805086e+01
6.216606e+00  -1.388974e+01  -1.459860e+01  -1.475290e+01
