#  N   Simpsons     Milne      GSL_QAG_31  
#-----------------------------------------
15201  8.057405e-15  1.130864e-15  7.067899e-16
15205  9.895059e-16  2.968518e-15  7.067899e-16
15209  1.258086e-14  1.173271e-14  7.067899e-16
15213  1.385308e-14  7.067899e-15  7.067899e-16
15217  2.487901e-14  2.120370e-15  7.067899e-16
15221  8.905553e-15  1.342901e-14  7.067899e-16
15225  3.958024e-15  7.350615e-15  7.067899e-16
15229  1.554938e-15  1.314629e-14  7.067899e-16
15233  9.188269e-15  6.643825e-15  7.067899e-16
15237  6.643825e-15  3.109876e-15  7.067899e-16
15241  1.116728e-14  1.837654e-15  7.067899e-16
15245  2.106234e-14  7.209257e-15  7.067899e-16
15249  2.261728e-15  4.099382e-15  7.067899e-16
15253  1.130864e-14  3.251234e-15  7.067899e-16
15257  1.102592e-14  1.088456e-14  7.067899e-16
15261  3.053332e-14  4.240740e-16  7.067899e-16
15265  1.371172e-14  2.261728e-15  7.067899e-16
15269  2.035555e-14  9.329627e-15  7.067899e-16
15273  1.300493e-14  1.526666e-14  7.067899e-16
15277  1.554938e-15  2.685802e-15  7.067899e-16
15281  1.682160e-14  6.785183e-15  7.067899e-16
15285  3.816666e-15  2.968518e-15  7.067899e-16
15289  1.201543e-14  1.074321e-14  7.067899e-16
15293  1.851790e-14  1.173271e-14  7.067899e-16
15297  1.357037e-14  4.523456e-15  7.067899e-16
15301  1.540802e-14  7.774689e-15  7.067899e-16
15305  1.031913e-14  6.926541e-15  7.067899e-16
15309  2.403086e-15  1.215679e-14  7.067899e-16
15313  6.361109e-15  2.827160e-16  7.067899e-16
15317  1.243950e-14  1.116728e-14  7.067899e-16
15321  2.035555e-14  1.385308e-14  7.067899e-16
15325  7.491973e-15  7.491973e-15  7.067899e-16
15329  8.198763e-15  7.209257e-15  7.067899e-16
15333  1.342901e-14  1.413580e-14  7.067899e-16
15337  1.399444e-14  1.498395e-14  7.067899e-16
15341  9.329627e-15  3.251234e-15  7.067899e-16
15345  1.993148e-14  1.837654e-15  7.067899e-16
15349  3.958024e-15  4.806172e-15  7.067899e-16
15353  2.685802e-15  6.785183e-15  7.067899e-16
15357  2.049691e-14  1.583209e-14  7.067899e-16
15361  9.895059e-15  1.413580e-16  7.067899e-16
15365  7.774689e-15  3.816666e-15  7.067899e-16
15369  1.357037e-14  2.106234e-14  7.067899e-16
15373  7.774689e-15  3.533950e-15  7.067899e-16
15377  1.554938e-14  1.258086e-14  7.067899e-16
15381  1.173271e-14  9.470985e-15  7.067899e-16
15385  2.035555e-14  1.554938e-15  7.067899e-16
15389  2.685802e-15  4.099382e-15  7.067899e-16
15393  8.764195e-15  8.481479e-16  7.067899e-16
15397  1.130864e-14  7.067899e-16  7.067899e-16
15401  1.597345e-14  6.361109e-15  7.067899e-16
15405  1.201543e-14  9.895059e-16  7.067899e-16
15409  7.067899e-15  8.905553e-15  7.067899e-16
15413  3.392592e-15  8.622837e-15  7.067899e-16
15417  1.229814e-14  2.827160e-16  7.067899e-16
15421  4.806172e-15  5.088887e-15  7.067899e-16
15425  6.643825e-15  9.753701e-15  7.067899e-16
15429  7.916047e-15  7.916047e-15  7.067899e-16
15433  1.498395e-14  1.130864e-14  7.067899e-16
15437  1.413580e-16  9.895059e-16  7.067899e-16
15441  4.664814e-15  9.612343e-15  7.067899e-16
15445  1.145000e-14  7.350615e-15  7.067899e-16
15449  1.752839e-14  5.088887e-15  7.067899e-16
15453  1.046049e-14  9.046911e-15  7.067899e-16
15457  1.116728e-14  8.198763e-15  7.067899e-16
15461  1.554938e-15  7.774689e-15  7.067899e-16
15465  2.035555e-14  1.979012e-15  7.067899e-16
15469  1.399444e-14  2.827160e-15  7.067899e-16
15473  6.502467e-15  1.258086e-14  7.067899e-16
15477  2.841296e-14  5.654319e-15  7.067899e-16
15481  2.530308e-14  6.785183e-15  7.067899e-16
15485  7.916047e-15  2.261728e-15  7.067899e-16
15489  7.491973e-15  1.371172e-14  7.067899e-16
15493  2.714073e-14  1.371172e-14  7.067899e-16
15497  1.979012e-15  4.240740e-16  7.067899e-16
15501  2.417222e-14  1.229814e-14  7.067899e-16
15505  3.109876e-15  1.413580e-16  7.067899e-16
15509  9.470985e-15  2.544444e-15  7.067899e-16
15513  5.088887e-15  6.078393e-15  7.067899e-16
15517  8.057405e-15  8.622837e-15  7.067899e-16
15521  9.470985e-15  7.209257e-15  7.067899e-16
15525  2.544444e-15  1.300493e-14  7.067899e-16
15529  1.258086e-14  1.554938e-15  7.067899e-16
15533  1.243950e-14  1.554938e-15  7.067899e-16
15537  1.272222e-14  9.895059e-15  7.067899e-16
15541  1.102592e-14  6.785183e-15  7.067899e-16
15545  8.340121e-15  4.240740e-16  7.067899e-16
15549  5.654319e-16  1.427716e-14  7.067899e-16
15553  3.816666e-15  1.682160e-14  7.067899e-16
15557  1.342901e-14  3.675308e-15  7.067899e-16
15561  7.491973e-15  2.233456e-14  7.067899e-16
15565  2.106234e-14  1.229814e-14  7.067899e-16
15569  5.088887e-15  1.554938e-15  7.067899e-16
15573  1.385308e-14  4.240740e-16  7.067899e-16
15577  7.350615e-15  2.827160e-16  7.067899e-16
15581  1.526666e-14  1.413580e-14  7.067899e-16
15585  3.958024e-15  4.240740e-15  7.067899e-16
15589  2.968518e-15  2.685802e-15  7.067899e-16
15593  1.922469e-14  7.350615e-15  7.067899e-16
15597  2.289999e-14  6.078393e-15  7.067899e-16
15601  7.209257e-15  3.675308e-15  7.067899e-16
15605  1.979012e-15  8.198763e-15  7.067899e-16
15609  4.382098e-15  2.827160e-15  7.067899e-16
15613  3.293641e-14  6.785183e-15  7.067899e-16
15617  1.809382e-14  6.502467e-15  7.067899e-16
15621  7.916047e-15  1.003642e-14  7.067899e-16
15625  1.413580e-15  4.523456e-15  7.067899e-16
15629  1.894197e-14  2.827160e-15  7.067899e-16
15633  1.017777e-14  3.675308e-15  7.067899e-16
15637  3.251234e-15  2.685802e-15  7.067899e-16
15641  1.413580e-14  1.399444e-14  7.067899e-16
15645  2.431357e-14  2.827160e-16  7.067899e-16
15649  1.314629e-14  8.057405e-15  7.067899e-16
15653  1.342901e-14  1.413580e-16  7.067899e-16
15657  4.099382e-15  4.523456e-15  7.067899e-16
15661  1.342901e-14  2.968518e-15  7.067899e-16
15665  2.827160e-14  7.633331e-15  7.067899e-16
15669  1.173271e-14  6.643825e-15  7.067899e-16
15673  6.785183e-15  7.774689e-15  7.067899e-16
15677  1.300493e-14  8.622837e-15  7.067899e-16
15681  1.314629e-14  2.827160e-16  7.067899e-16
15685  3.675308e-15  1.413580e-16  7.067899e-16
15689  2.374814e-14  3.392592e-15  7.067899e-16
15693  1.060185e-14  2.968518e-15  7.067899e-16
15697  6.643825e-15  1.130864e-15  7.067899e-16
15701  4.240740e-16  5.654319e-16  7.067899e-16
15705  9.329627e-15  7.350615e-15  7.067899e-16
15709  8.622837e-15  8.057405e-15  7.067899e-16
15713  1.979012e-15  2.403086e-15  7.067899e-16
15717  2.360678e-14  7.067899e-15  7.067899e-16
15721  4.664814e-15  5.512961e-15  7.067899e-16
15725  2.120370e-14  7.067899e-16  7.067899e-16
15729  2.827160e-15  2.968518e-15  7.067899e-16
15733  1.526666e-14  7.067899e-15  7.067899e-16
15737  1.031913e-14  9.753701e-15  7.067899e-16
15741  9.612343e-15  7.491973e-15  7.067899e-16
15745  1.371172e-14  1.554938e-14  7.067899e-16
15749  8.622837e-15  1.300493e-14  7.067899e-16
15753  7.491973e-15  5.654319e-15  7.067899e-16
15757  1.060185e-14  1.682160e-14  7.067899e-16
15761  8.481479e-15  7.067899e-16  7.067899e-16
15765  1.243950e-14  9.188269e-15  7.067899e-16
15769  1.569074e-14  1.046049e-14  7.067899e-16
15773  9.753701e-15  1.272222e-15  7.067899e-16
15777  6.078393e-15  1.046049e-14  7.067899e-16
15781  1.130864e-15  5.230245e-15  7.067899e-16
15785  8.481479e-15  1.809382e-14  7.067899e-16
15789  7.633331e-15  8.764195e-15  7.067899e-16
15793  1.611481e-14  4.099382e-15  7.067899e-16
15797  1.441851e-14  1.696296e-15  7.067899e-16
15801  6.078393e-15  1.696296e-15  7.067899e-16
15805  4.240740e-15  4.664814e-15  7.067899e-16
15809  1.738703e-14  7.067899e-16  7.067899e-16
15813  7.774689e-15  1.145000e-14  7.067899e-16
15817  1.639753e-14  2.120370e-15  7.067899e-16
15821  3.533950e-15  1.272222e-15  7.067899e-16
15825  7.491973e-15  7.350615e-15  7.067899e-16
15829  1.781111e-14  1.328765e-14  7.067899e-16
15833  1.668024e-14  6.926541e-15  7.067899e-16
15837  1.046049e-14  1.554938e-15  7.067899e-16
15841  3.392592e-15  1.060185e-14  7.067899e-16
15845  5.230245e-15  9.046911e-15  7.067899e-16
15849  2.544444e-15  8.764195e-15  7.067899e-16
15853  1.696296e-14  1.173271e-14  7.067899e-16
15857  9.895059e-15  8.622837e-15  7.067899e-16
15861  1.696296e-14  1.979012e-15  7.067899e-16
15865  3.675308e-15  5.371603e-15  7.067899e-16
15869  3.675308e-15  4.947530e-15  7.067899e-16
15873  7.209257e-15  7.350615e-15  7.067899e-16
15877  4.806172e-15  7.916047e-15  7.067899e-16
15881  5.512961e-15  5.512961e-15  7.067899e-16
15885  7.774689e-15  1.286358e-14  7.067899e-16
15889  5.654319e-15  5.937035e-15  7.067899e-16
15893  1.413580e-15  1.498395e-14  7.067899e-16
15897  7.633331e-15  2.403086e-15  7.067899e-16
15901  5.371603e-15  6.643825e-15  7.067899e-16
15905  2.261728e-15  5.088887e-15  7.067899e-16
15909  2.968518e-15  4.523456e-15  7.067899e-16
15913  1.993148e-14  4.806172e-15  7.067899e-16
15917  3.109876e-15  8.905553e-15  7.067899e-16
15921  1.102592e-14  7.633331e-15  7.067899e-16
15925  9.612343e-15  3.392592e-15  7.067899e-16
15929  7.774689e-15  1.130864e-15  7.067899e-16
15933  1.159135e-14  3.251234e-15  7.067899e-16
15937  2.346543e-14  9.470985e-15  7.067899e-16
15941  1.809382e-14  4.099382e-15  7.067899e-16
15945  2.544444e-15  6.361109e-15  7.067899e-16
15949  1.272222e-15  9.612343e-15  7.067899e-16
15953  7.774689e-15  5.512961e-15  7.067899e-16
15957  2.968518e-15  6.219751e-15  7.067899e-16
15961  9.895059e-16  4.382098e-15  7.067899e-16
15965  5.795677e-15  1.696296e-15  7.067899e-16
15969  4.947530e-15  1.865925e-14  7.067899e-16
15973  3.675308e-15  5.654319e-16  7.067899e-16
15977  8.905553e-15  4.099382e-15  7.067899e-16
15981  3.958024e-15  1.413580e-14  7.067899e-16
15985  1.017777e-14  1.314629e-14  7.067899e-16
15989  2.289999e-14  1.597345e-14  7.067899e-16
15993  6.643825e-15  5.371603e-15  7.067899e-16
15997  1.243950e-14  7.774689e-15  7.067899e-16
16001  2.021419e-14  6.643825e-15  7.067899e-16
16005  9.895059e-15  1.554938e-15  7.067899e-16
16009  0.000000e+00  1.455987e-14  7.067899e-16
16013  9.895059e-15  1.017777e-14  7.067899e-16
16017  1.554938e-14  4.523456e-15  7.067899e-16
16021  7.491973e-15  2.968518e-15  7.067899e-16
16025  2.968518e-15  1.088456e-14  7.067899e-16
16029  2.657530e-14  1.272222e-15  7.067899e-16
16033  6.078393e-15  9.612343e-15  7.067899e-16
16037  5.654319e-15  4.382098e-15  7.067899e-16
16041  1.710432e-14  6.219751e-15  7.067899e-16
16045  5.937035e-15  6.219751e-15  7.067899e-16
16049  1.258086e-14  5.654319e-15  7.067899e-16
16053  5.654319e-16  9.329627e-15  7.067899e-16
16057  5.371603e-15  9.046911e-15  7.067899e-16
16061  2.077962e-14  1.554938e-15  7.067899e-16
16065  1.936604e-14  7.067899e-16  7.067899e-16
16069  7.067899e-15  3.958024e-15  7.067899e-16
16073  2.120370e-15  2.261728e-15  7.067899e-16
16077  3.307777e-14  1.258086e-14  7.067899e-16
16081  7.916047e-15  2.120370e-15  7.067899e-16
16085  2.968518e-15  1.540802e-14  7.067899e-16
16089  3.025061e-14  6.785183e-15  7.067899e-16
16093  1.046049e-14  1.781111e-14  7.067899e-16
16097  2.968518e-15  1.625617e-14  7.067899e-16
16101  3.675308e-15  1.979012e-15  7.067899e-16
16105  1.455987e-14  6.643825e-15  7.067899e-16
16109  7.633331e-15  1.130864e-15  7.067899e-16
16113  2.629259e-14  5.654319e-16  7.067899e-16
16117  5.512961e-15  0.000000e+00  7.067899e-16
16121  8.622837e-15  5.230245e-15  7.067899e-16
16125  6.078393e-15  1.130864e-15  7.067899e-16
16129  3.675308e-15  6.219751e-15  7.067899e-16
16133  1.371172e-14  1.696296e-15  7.067899e-16
16137  6.078393e-15  2.685802e-15  7.067899e-16
16141  7.491973e-15  1.385308e-14  7.067899e-16
16145  2.403086e-15  5.512961e-15  7.067899e-16
16149  7.067899e-15  1.512530e-14  7.067899e-16
16153  1.752839e-14  1.413580e-14  7.067899e-16
16157  1.625617e-14  1.130864e-14  7.067899e-16
16161  2.940246e-14  1.554938e-15  7.067899e-16
16165  6.502467e-15  6.361109e-15  7.067899e-16
16169  1.583209e-14  1.173271e-14  7.067899e-16
16173  2.261728e-15  8.481479e-15  7.067899e-16
16177  5.654319e-16  1.413580e-15  7.067899e-16
16181  1.272222e-15  3.109876e-15  7.067899e-16
16185  1.484259e-14  1.682160e-14  7.067899e-16
16189  2.063827e-14  1.031913e-14  7.067899e-16
16193  1.936604e-14  5.654319e-15  7.067899e-16
16197  1.088456e-14  9.329627e-15  7.067899e-16
16201  1.837654e-15  2.827160e-16  7.067899e-16
16205  6.361109e-15  8.905553e-15  7.067899e-16
16209  1.837654e-14  7.067899e-15  7.067899e-16
16213  2.403086e-15  8.764195e-15  7.067899e-16
16217  1.653888e-14  1.639753e-14  7.067899e-16
16221  1.484259e-14  1.837654e-15  7.067899e-16
16225  6.926541e-15  1.682160e-14  7.067899e-16
16229  1.922469e-14  3.251234e-15  7.067899e-16
16233  1.031913e-14  1.413580e-16  7.067899e-16
16237  1.314629e-14  2.261728e-15  7.067899e-16
16241  1.243950e-14  1.682160e-14  7.067899e-16
16245  1.159135e-14  5.371603e-15  7.067899e-16
16249  2.728209e-14  1.837654e-15  7.067899e-16
16253  3.251234e-15  2.261728e-15  7.067899e-16
16257  2.120370e-15  7.067899e-16  7.067899e-16
16261  5.230245e-15  1.116728e-14  7.067899e-16
16265  2.827160e-15  5.654319e-15  7.067899e-16
16269  1.470123e-14  7.067899e-15  7.067899e-16
16273  5.230245e-15  1.130864e-14  7.067899e-16
16277  4.240740e-15  1.272222e-14  7.067899e-16
16281  1.611481e-14  1.837654e-15  7.067899e-16
16285  6.502467e-15  4.664814e-15  7.067899e-16
16289  5.088887e-15  4.806172e-15  7.067899e-16
16293  1.060185e-14  5.654319e-16  7.067899e-16
16297  5.088887e-15  2.968518e-15  7.067899e-16
16301  5.654319e-16  2.403086e-15  7.067899e-16
16305  1.880061e-14  2.685802e-15  7.067899e-16
16309  2.685802e-15  3.675308e-15  7.067899e-16
16313  2.544444e-15  1.413580e-15  7.067899e-16
16317  2.403086e-15  3.109876e-15  7.067899e-16
16321  6.502467e-15  9.895059e-16  7.067899e-16
16325  8.481479e-16  4.382098e-15  7.067899e-16
16329  8.622837e-15  1.894197e-14  7.067899e-16
16333  1.696296e-14  5.512961e-15  7.067899e-16
16337  1.187407e-14  1.710432e-14  7.067899e-16
16341  7.067899e-15  1.611481e-14  7.067899e-16
16345  9.753701e-15  1.639753e-14  7.067899e-16
16349  9.188269e-15  1.003642e-14  7.067899e-16
16353  4.240740e-16  4.806172e-15  7.067899e-16
16357  1.837654e-15  6.078393e-15  7.067899e-16
16361  1.540802e-14  9.329627e-15  7.067899e-16
16365  1.088456e-14  1.060185e-14  7.067899e-16
16369  1.187407e-14  5.230245e-15  7.067899e-16
16373  9.753701e-15  2.403086e-15  7.067899e-16
16377  1.668024e-14  6.361109e-15  7.067899e-16
16381  2.403086e-15  1.229814e-14  7.067899e-16
16385  1.286358e-14  1.074321e-14  7.067899e-16
16389  6.502467e-15  8.905553e-15  7.067899e-16
16393  1.583209e-14  8.198763e-15  7.067899e-16
16397  1.611481e-14  8.198763e-15  7.067899e-16
16401  1.752839e-14  0.000000e+00  7.067899e-16
16405  1.399444e-14  2.544444e-15  7.067899e-16
16409  7.774689e-15  6.785183e-15  7.067899e-16
16413  7.491973e-15  1.569074e-14  7.067899e-16
16417  3.533950e-15  1.385308e-14  7.067899e-16
16421  1.470123e-14  1.046049e-14  7.067899e-16
16425  4.947530e-15  1.413580e-15  7.067899e-16
16429  1.979012e-15  4.523456e-15  7.067899e-16
16433  1.526666e-14  9.895059e-16  7.067899e-16
16437  1.399444e-14  7.491973e-15  7.067899e-16
16441  1.017777e-14  6.219751e-15  7.067899e-16
16445  2.544444e-14  4.806172e-15  7.067899e-16
16449  1.625617e-14  9.046911e-15  7.067899e-16
16453  2.205185e-14  6.078393e-15  7.067899e-16
16457  1.766975e-14  9.188269e-15  7.067899e-16
16461  1.201543e-14  9.895059e-16  7.067899e-16
16465  1.286358e-14  3.392592e-15  7.067899e-16
16469  1.088456e-14  4.806172e-15  7.067899e-16
16473  1.611481e-14  5.654319e-15  7.067899e-16
16477  2.544444e-15  6.219751e-15  7.067899e-16
16481  2.049691e-14  2.261728e-15  7.067899e-16
16485  1.201543e-14  7.067899e-16  7.067899e-16
16489  5.088887e-15  7.491973e-15  7.067899e-16
16493  1.554938e-14  4.099382e-15  7.067899e-16
16497  8.340121e-15  8.340121e-15  7.067899e-16
16501  1.187407e-14  1.286358e-14  7.067899e-16
16505  1.116728e-14  7.067899e-16  7.067899e-16
16509  9.329627e-15  1.413580e-15  7.067899e-16
16513  9.188269e-15  1.258086e-14  7.067899e-16
16517  1.894197e-14  1.979012e-15  7.067899e-16
16521  1.201543e-14  4.382098e-15  7.067899e-16
16525  1.668024e-14  1.540802e-14  7.067899e-16
16529  3.109876e-15  4.806172e-15  7.067899e-16
16533  1.554938e-15  1.088456e-14  7.067899e-16
16537  1.795246e-14  2.968518e-15  7.067899e-16
16541  3.392592e-15  1.215679e-14  7.067899e-16
16545  1.031913e-14  2.120370e-15  7.067899e-16
16549  1.554938e-14  1.738703e-14  7.067899e-16
16553  7.491973e-15  5.512961e-15  7.067899e-16
16557  3.958024e-15  1.272222e-15  7.067899e-16
16561  3.675308e-15  5.937035e-15  7.067899e-16
16565  1.357037e-14  1.357037e-14  7.067899e-16
16569  1.385308e-14  3.109876e-15  7.067899e-16
16573  1.583209e-14  1.455987e-14  7.067899e-16
16577  5.371603e-15  1.837654e-15  7.067899e-16
16581  1.357037e-14  1.837654e-15  7.067899e-16
16585  1.795246e-14  3.675308e-15  7.067899e-16
16589  2.544444e-15  1.130864e-15  7.067899e-16
16593  1.074321e-14  1.979012e-15  7.067899e-16
16597  9.046911e-15  4.947530e-15  7.067899e-16
16601  8.057405e-15  1.130864e-15  7.067899e-16
16605  2.968518e-15  2.261728e-15  7.067899e-16
16609  3.533950e-15  2.403086e-15  7.067899e-16
16613  5.088887e-15  5.088887e-15  7.067899e-16
16617  5.230245e-15  5.371603e-15  7.067899e-16
16621  1.074321e-14  3.675308e-15  7.067899e-16
16625  1.441851e-14  6.078393e-15  7.067899e-16
16629  1.455987e-14  1.554938e-15  7.067899e-16
16633  1.922469e-14  1.201543e-14  7.067899e-16
16637  1.060185e-14  1.809382e-14  7.067899e-16
16641  1.922469e-14  1.696296e-15  7.067899e-16
16645  5.654319e-16  4.382098e-15  7.067899e-16
16649  1.017777e-14  7.209257e-15  7.067899e-16
16653  8.481479e-15  1.357037e-14  7.067899e-16
16657  5.937035e-15  1.272222e-15  7.067899e-16
16661  1.003642e-14  1.413580e-16  7.067899e-16
16665  7.491973e-15  4.806172e-15  7.067899e-16
16669  4.382098e-15  5.654319e-15  7.067899e-16
16673  4.664814e-15  5.230245e-15  7.067899e-16
16677  1.173271e-14  2.403086e-15  7.067899e-16
16681  1.116728e-14  4.099382e-15  7.067899e-16
16685  8.905553e-15  1.837654e-15  7.067899e-16
16689  1.173271e-14  6.361109e-15  7.067899e-16
16693  6.926541e-15  7.633331e-15  7.067899e-16
16697  1.413580e-16  1.371172e-14  7.067899e-16
16701  1.357037e-14  1.060185e-14  7.067899e-16
16705  1.074321e-14  9.188269e-15  7.067899e-16
16709  3.039197e-14  6.502467e-15  7.067899e-16
16713  5.937035e-15  1.993148e-14  7.067899e-16
16717  5.230245e-15  3.392592e-15  7.067899e-16
16721  5.654319e-16  3.675308e-15  7.067899e-16
16725  5.654319e-15  9.329627e-15  7.067899e-16
16729  2.544444e-15  5.512961e-15  7.067899e-16
16733  3.533950e-15  8.198763e-15  7.067899e-16
16737  7.774689e-15  1.046049e-14  7.067899e-16
16741  7.633331e-15  2.544444e-15  7.067899e-16
16745  2.120370e-15  1.413580e-16  7.067899e-16
16749  4.523456e-15  7.067899e-16  7.067899e-16
16753  2.544444e-15  6.502467e-15  7.067899e-16
16757  2.968518e-15  2.403086e-15  7.067899e-16
16761  1.046049e-14  9.470985e-15  7.067899e-16
16765  2.120370e-15  3.109876e-15  7.067899e-16
16769  1.159135e-14  5.230245e-15  7.067899e-16
16773  1.173271e-14  3.109876e-15  7.067899e-16
16777  1.696296e-15  1.017777e-14  7.067899e-16
16781  3.958024e-15  6.785183e-15  7.067899e-16
16785  8.764195e-15  0.000000e+00  7.067899e-16
16789  1.017777e-14  2.827160e-16  7.067899e-16
16793  1.342901e-14  3.251234e-15  7.067899e-16
16797  2.403086e-15  3.675308e-15  7.067899e-16
16801  4.240740e-15  7.209257e-15  7.067899e-16
16805  9.895059e-15  4.947530e-15  7.067899e-16
16809  4.947530e-15  2.968518e-15  7.067899e-16
16813  1.865925e-14  7.916047e-15  7.067899e-16
16817  1.116728e-14  1.427716e-14  7.067899e-16
16821  1.371172e-14  1.272222e-15  7.067899e-16
16825  7.774689e-15  6.643825e-15  7.067899e-16
16829  1.088456e-14  8.622837e-15  7.067899e-16
16833  1.583209e-14  7.067899e-16  7.067899e-16
16837  6.785183e-15  4.240740e-16  7.067899e-16
16841  7.774689e-15  4.947530e-15  7.067899e-16
16845  1.357037e-14  1.710432e-14  7.067899e-16
16849  7.633331e-15  3.392592e-15  7.067899e-16
16853  9.612343e-15  3.533950e-15  7.067899e-16
16857  8.622837e-15  1.413580e-16  7.067899e-16
16861  2.191049e-14  0.000000e+00  7.067899e-16
16865  7.633331e-15  2.544444e-15  7.067899e-16
16869  1.088456e-14  1.413580e-14  7.067899e-16
16873  3.675308e-15  3.533950e-15  7.067899e-16
16877  5.512961e-15  1.795246e-14  7.067899e-16
16881  3.958024e-15  2.544444e-15  7.067899e-16
16885  6.502467e-15  9.753701e-15  7.067899e-16
16889  1.286358e-14  3.958024e-15  7.067899e-16
16893  1.752839e-14  4.523456e-15  7.067899e-16
16897  4.099382e-15  2.827160e-15  7.067899e-16
16901  6.926541e-15  7.350615e-15  7.067899e-16
16905  1.102592e-14  9.329627e-15  7.067899e-16
16909  5.795677e-15  1.130864e-15  7.067899e-16
16913  5.654319e-15  2.685802e-15  7.067899e-16
16917  4.099382e-15  4.947530e-15  7.067899e-16
16921  7.067899e-16  4.523456e-15  7.067899e-16
16925  1.314629e-14  9.612343e-15  7.067899e-16
16929  9.329627e-15  3.675308e-15  7.067899e-16
16933  6.502467e-15  1.272222e-15  7.067899e-16
16937  1.187407e-14  5.654319e-15  7.067899e-16
16941  8.481479e-16  1.908333e-14  7.067899e-16
16945  1.088456e-14  1.738703e-14  7.067899e-16
16949  3.251234e-15  2.544444e-15  7.067899e-16
16953  2.261728e-15  2.685802e-15  7.067899e-16
16957  1.130864e-15  3.533950e-15  7.067899e-16
16961  1.441851e-14  3.109876e-15  7.067899e-16
16965  6.078393e-15  2.120370e-15  7.067899e-16
16969  1.314629e-14  8.198763e-15  7.067899e-16
16973  7.067899e-16  5.230245e-15  7.067899e-16
16977  8.905553e-15  1.484259e-14  7.067899e-16
16981  4.523456e-15  6.502467e-15  7.067899e-16
16985  2.120370e-15  1.696296e-15  7.067899e-16
16989  1.413580e-15  3.675308e-15  7.067899e-16
16993  5.937035e-15  1.031913e-14  7.067899e-16
16997  8.481479e-15  4.806172e-15  7.067899e-16
17001  6.078393e-15  1.130864e-15  7.067899e-16
17005  1.243950e-14  0.000000e+00  7.067899e-16
17009  6.785183e-15  6.785183e-15  7.067899e-16
17013  8.764195e-15  3.392592e-15  7.067899e-16
17017  8.905553e-15  5.371603e-15  7.067899e-16
17021  1.413580e-14  1.102592e-14  7.067899e-16
17025  2.827160e-15  7.774689e-15  7.067899e-16
17029  6.643825e-15  1.554938e-15  7.067899e-16
17033  4.240740e-15  8.481479e-16  7.067899e-16
17037  1.357037e-14  7.067899e-15  7.067899e-16
17041  4.806172e-15  1.554938e-15  7.067899e-16
17045  1.865925e-14  4.099382e-15  7.067899e-16
17049  2.403086e-15  5.795677e-15  7.067899e-16
17053  5.512961e-15  5.088887e-15  7.067899e-16
17057  7.633331e-15  3.533950e-15  7.067899e-16
17061  1.130864e-15  9.753701e-15  7.067899e-16
17065  3.816666e-15  8.057405e-15  7.067899e-16
17069  2.261728e-15  3.533950e-15  7.067899e-16
17073  1.159135e-14  8.481479e-15  7.067899e-16
17077  1.837654e-15  2.544444e-15  7.067899e-16
17081  7.209257e-15  1.399444e-14  7.067899e-16
17085  1.074321e-14  7.774689e-15  7.067899e-16
17089  1.371172e-14  3.958024e-15  7.067899e-16
17093  7.067899e-15  6.785183e-15  7.067899e-16
17097  6.219751e-15  8.340121e-15  7.067899e-16
17101  5.654319e-16  1.215679e-14  7.067899e-16
17105  3.392592e-15  3.392592e-15  7.067899e-16
17109  1.173271e-14  3.109876e-15  7.067899e-16
17113  1.173271e-14  2.120370e-15  7.067899e-16
17117  6.219751e-15  1.597345e-14  7.067899e-16
17121  1.597345e-14  1.470123e-14  7.067899e-16
17125  1.682160e-14  8.622837e-15  7.067899e-16
17129  9.046911e-15  2.261728e-15  7.067899e-16
17133  1.229814e-14  6.361109e-15  7.067899e-16
17137  1.371172e-14  7.916047e-15  7.067899e-16
17141  3.675308e-15  2.827160e-16  7.067899e-16
17145  5.512961e-15  4.240740e-15  7.067899e-16
17149  1.470123e-14  7.350615e-15  7.067899e-16
17153  1.894197e-14  6.926541e-15  7.067899e-16
17157  5.937035e-15  3.816666e-15  7.067899e-16
17161  8.340121e-15  2.120370e-15  7.067899e-16
17165  2.120370e-15  1.371172e-14  7.067899e-16
17169  9.753701e-15  1.696296e-15  7.067899e-16
17173  1.554938e-15  6.785183e-15  7.067899e-16
17177  1.512530e-14  5.512961e-15  7.067899e-16
17181  1.145000e-14  8.481479e-16  7.067899e-16
17185  1.357037e-14  6.785183e-15  7.067899e-16
17189  1.159135e-14  8.481479e-16  7.067899e-16
17193  9.612343e-15  1.413580e-16  7.067899e-16
17197  1.088456e-14  3.109876e-15  7.067899e-16
17201  5.795677e-15  3.109876e-15  7.067899e-16
17205  3.675308e-15  8.481479e-16  7.067899e-16
17209  7.491973e-15  1.272222e-15  7.067899e-16
17213  1.328765e-14  6.078393e-15  7.067899e-16
17217  5.654319e-16  2.063827e-14  7.067899e-16
17221  2.968518e-15  7.350615e-15  7.067899e-16
17225  1.031913e-14  5.088887e-15  7.067899e-16
17229  1.498395e-14  2.346543e-14  7.067899e-16
17233  9.895059e-16  8.764195e-15  7.067899e-16
17237  1.413580e-14  1.795246e-14  7.067899e-16
17241  1.993148e-14  5.937035e-15  7.067899e-16
17245  1.710432e-14  4.947530e-15  7.067899e-16
17249  2.120370e-15  0.000000e+00  7.067899e-16
17253  3.816666e-15  6.643825e-15  7.067899e-16
17257  5.088887e-15  4.947530e-15  7.067899e-16
17261  1.046049e-14  3.109876e-15  7.067899e-16
17265  7.491973e-15  8.481479e-16  7.067899e-16
