#  N   Simpsons     Milne      GSL_QAG_31  
#-----------------------------------------
8277  9.937466e-14  3.675308e-15  7.067899e-16
8281  9.400306e-14  9.188269e-15  7.067899e-16
8285  9.343763e-14  2.120370e-15  7.067899e-16
8289  9.061047e-14  6.078393e-15  7.067899e-16
8293  8.919689e-14  7.774689e-15  7.067899e-16
8297  9.739565e-14  8.481479e-16  7.067899e-16
8301  9.612343e-14  1.413580e-15  7.067899e-16
8305  8.849010e-14  8.622837e-15  7.067899e-16
8309  8.707652e-14  1.837654e-15  7.067899e-16
8313  9.061047e-14  2.403086e-15  7.067899e-16
8317  9.683022e-14  8.057405e-15  7.067899e-16
8321  8.538022e-14  1.413580e-14  7.067899e-16
8325  8.382529e-14  7.067899e-16  7.067899e-16
8329  9.244812e-14  8.764195e-15  7.067899e-16
8333  8.538022e-14  5.230245e-15  7.067899e-16
8337  8.071541e-14  2.827160e-15  7.067899e-16
8341  8.396664e-14  7.067899e-15  7.067899e-16
8345  8.721788e-14  1.554938e-15  7.067899e-16
8349  9.683022e-14  1.046049e-14  7.067899e-16
8353  8.354257e-14  6.926541e-15  7.067899e-16
8357  9.343763e-14  7.067899e-16  7.067899e-16
8361  9.414442e-14  7.067899e-15  7.067899e-16
8365  9.485121e-14  5.654319e-16  7.067899e-16
8369  7.590924e-14  1.413580e-16  7.067899e-16
8373  8.382529e-14  8.481479e-16  7.067899e-16
8377  8.170492e-14  4.806172e-15  7.067899e-16
8381  8.863146e-14  0.000000e+00  7.067899e-16
8385  9.061047e-14  3.675308e-15  7.067899e-16
8389  7.887776e-14  3.251234e-15  7.067899e-16
8393  8.834874e-14  3.109876e-15  7.067899e-16
8397  9.739565e-14  6.926541e-15  7.067899e-16
8401  7.958455e-14  1.258086e-14  7.067899e-16
8405  8.863146e-14  4.382098e-15  7.067899e-16
8409  8.877282e-14  1.046049e-14  7.067899e-16
8413  8.142220e-14  7.067899e-16  7.067899e-16
8417  9.654750e-14  1.145000e-14  7.067899e-16
8421  8.877282e-14  1.498395e-14  7.067899e-16
8425  9.513392e-14  6.078393e-15  7.067899e-16
8429  8.269442e-14  7.067899e-16  7.067899e-16
8433  7.972590e-14  4.947530e-15  7.067899e-16
8437  7.986726e-14  2.968518e-15  7.067899e-16
8441  8.212899e-14  4.099382e-15  7.067899e-16
8445  8.325985e-14  7.067899e-15  7.067899e-16
8449  8.735924e-14  5.937035e-15  7.067899e-16
8453  8.566294e-14  7.067899e-15  7.067899e-16
8457  7.930183e-14  7.916047e-15  7.067899e-16
8461  8.142220e-14  1.173271e-14  7.067899e-16
8465  8.283578e-14  9.188269e-15  7.067899e-16
8469  8.057405e-14  6.643825e-15  7.067899e-16
8473  8.297714e-14  3.392592e-15  7.067899e-16
8477  7.633331e-14  2.261728e-15  7.067899e-16
8481  8.467343e-14  7.350615e-15  7.067899e-16
8485  8.198763e-14  9.612343e-15  7.067899e-16
8489  9.131726e-14  5.371603e-15  7.067899e-16
8493  8.283578e-14  5.937035e-15  7.067899e-16
8497  8.043269e-14  1.413580e-16  7.067899e-16
8501  8.509751e-14  8.764195e-15  7.067899e-16
8505  8.071541e-14  8.481479e-15  7.067899e-16
8509  7.972590e-14  4.664814e-15  7.067899e-16
8513  8.382529e-14  2.685802e-15  7.067899e-16
8517  7.887776e-14  4.240740e-15  7.067899e-16
8521  9.258948e-14  6.643825e-15  7.067899e-16
8525  8.227035e-14  8.198763e-15  7.067899e-16
8529  8.000862e-14  5.512961e-15  7.067899e-16
8533  7.675739e-14  5.654319e-16  7.067899e-16
8537  9.159997e-14  9.895059e-16  7.067899e-16
8541  8.269442e-14  1.060185e-14  7.067899e-16
8545  8.113948e-14  1.342901e-14  7.067899e-16
8549  8.566294e-14  7.067899e-15  7.067899e-16
8553  8.552158e-14  9.329627e-15  7.067899e-16
8557  8.128084e-14  4.947530e-15  7.067899e-16
8561  8.849010e-14  1.215679e-14  7.067899e-16
8565  7.350615e-14  4.806172e-15  7.067899e-16
8569  7.944319e-14  1.088456e-14  7.067899e-16
8573  7.605060e-14  6.502467e-15  7.067899e-16
8577  8.085677e-14  5.795677e-15  7.067899e-16
8581  7.887776e-14  8.198763e-15  7.067899e-16
8585  7.407158e-14  9.470985e-15  7.067899e-16
8589  7.661603e-14  2.120370e-15  7.067899e-16
8593  8.057405e-14  3.109876e-15  7.067899e-16
8597  7.506109e-14  2.827160e-15  7.067899e-16
8601  7.760553e-14  5.937035e-15  7.067899e-16
8605  7.873640e-14  3.958024e-15  7.067899e-16
8609  8.523887e-14  2.261728e-15  7.067899e-16
8613  7.675739e-14  7.633331e-15  7.067899e-16
8617  7.449566e-14  0.000000e+00  7.067899e-16
8621  7.520245e-14  1.554938e-15  7.067899e-16
8625  6.968949e-14  1.696296e-15  7.067899e-16
8629  7.605060e-14  5.230245e-15  7.067899e-16
8633  6.827591e-14  1.837654e-15  7.067899e-16
8637  7.873640e-14  3.392592e-15  7.067899e-16
8641  7.633331e-14  3.816666e-15  7.067899e-16
8645  7.534381e-14  7.067899e-15  7.067899e-16
8649  7.364751e-14  1.413580e-16  7.067899e-16
8653  7.901911e-14  1.413580e-16  7.067899e-16
8657  7.746418e-14  3.816666e-15  7.067899e-16
8661  8.043269e-14  3.251234e-15  7.067899e-16
8665  7.364751e-14  7.491973e-15  7.067899e-16
8669  6.926541e-14  2.827160e-16  7.067899e-16
8673  7.619195e-14  6.502467e-15  7.067899e-16
8677  7.350615e-14  1.413580e-16  7.067899e-16
8681  8.000862e-14  1.272222e-15  7.067899e-16
8685  8.693516e-14  1.017777e-14  7.067899e-16
8689  6.332838e-14  2.403086e-15  7.067899e-16
8693  8.283578e-14  9.612343e-15  7.067899e-16
8697  7.421294e-14  7.633331e-15  7.067899e-16
8701  6.926541e-14  9.895059e-16  7.067899e-16
8705  7.124442e-14  1.837654e-15  7.067899e-16
8709  8.014998e-14  3.109876e-15  7.067899e-16
8713  7.039628e-14  1.003642e-14  7.067899e-16
8717  8.057405e-14  5.512961e-15  7.067899e-16
8721  7.082035e-14  2.261728e-15  7.067899e-16
8725  8.354257e-14  1.201543e-14  7.067899e-16
8729  8.156356e-14  1.102592e-14  7.067899e-16
8733  8.594566e-14  2.827160e-16  7.067899e-16
8737  7.817097e-14  8.622837e-15  7.067899e-16
8741  8.113948e-14  7.774689e-15  7.067899e-16
8745  6.799319e-14  1.413580e-16  7.067899e-16
8749  7.209257e-14  8.481479e-16  7.067899e-16
8753  7.675739e-14  2.403086e-15  7.067899e-16
8757  6.799319e-14  1.837654e-15  7.067899e-16
8761  8.000862e-14  9.895059e-15  7.067899e-16
8765  7.633331e-14  1.046049e-14  7.067899e-16
8769  7.180986e-14  1.130864e-15  7.067899e-16
8773  8.000862e-14  1.173271e-14  7.067899e-16
8777  6.869998e-14  2.403086e-15  7.067899e-16
8781  7.096171e-14  1.130864e-15  7.067899e-16
8785  7.760553e-14  2.827160e-16  7.067899e-16
8789  7.817097e-14  1.837654e-15  7.067899e-16
8793  7.873640e-14  5.088887e-15  7.067899e-16
8797  7.025492e-14  1.837654e-15  7.067899e-16
8801  8.467343e-14  1.060185e-14  7.067899e-16
8805  7.477837e-14  4.664814e-15  7.067899e-16
8809  8.792467e-14  1.187407e-14  7.067899e-16
8813  7.576788e-14  1.229814e-14  7.067899e-16
8817  7.633331e-14  2.827160e-16  7.067899e-16
8821  7.534381e-14  7.491973e-15  7.067899e-16
8825  6.926541e-14  6.785183e-15  7.067899e-16
8829  7.491973e-14  3.392592e-15  7.067899e-16
8833  6.884134e-14  4.664814e-15  7.067899e-16
8837  7.887776e-14  1.130864e-15  7.067899e-16
8841  6.177344e-14  1.837654e-15  7.067899e-16
8845  7.421294e-14  4.382098e-15  7.067899e-16
8849  8.198763e-14  1.682160e-14  7.067899e-16
8853  6.615554e-14  1.413580e-16  7.067899e-16
8857  7.732282e-14  6.078393e-15  7.067899e-16
8861  7.237529e-14  3.958024e-15  7.067899e-16
8865  7.972590e-14  4.523456e-15  7.067899e-16
8869  6.488332e-14  4.947530e-15  7.067899e-16
8873  7.633331e-14  6.643825e-15  7.067899e-16
8877  7.958455e-14  9.753701e-15  7.067899e-16
8881  5.640184e-14  8.481479e-16  7.067899e-16
8885  7.477837e-14  1.272222e-14  7.067899e-16
8889  6.361109e-14  1.272222e-15  7.067899e-16
8893  7.491973e-14  8.057405e-15  7.067899e-16
8897  6.587282e-14  6.785183e-15  7.067899e-16
8901  5.838085e-14  2.968518e-15  7.067899e-16
8905  6.672097e-14  2.403086e-15  7.067899e-16
8909  6.968949e-14  3.675308e-15  7.067899e-16
8913  5.781542e-14  1.413580e-16  7.067899e-16
8917  7.393023e-14  3.392592e-15  7.067899e-16
8921  6.756912e-14  3.109876e-15  7.067899e-16
8925  6.855862e-14  9.612343e-15  7.067899e-16
8929  6.233887e-14  3.675308e-15  7.067899e-16
8933  7.265800e-14  2.827160e-16  7.067899e-16
8937  5.018208e-14  1.427716e-14  7.067899e-16
8941  5.442282e-14  8.057405e-15  7.067899e-16
8945  6.304566e-14  1.554938e-15  7.067899e-16
8949  7.011356e-14  2.827160e-15  7.067899e-16
8953  7.011356e-14  7.067899e-16  7.067899e-16
8957  6.460060e-14  9.470985e-15  7.067899e-16
8961  7.435430e-14  7.350615e-15  7.067899e-16
8965  6.983085e-14  5.512961e-15  7.067899e-16
8969  6.827591e-14  5.937035e-15  7.067899e-16
8973  7.096171e-14  2.827160e-16  7.067899e-16
8977  7.025492e-14  1.017777e-14  7.067899e-16
8981  6.035986e-14  1.554938e-15  7.067899e-16
8985  6.728640e-14  9.895059e-16  7.067899e-16
8989  8.128084e-14  3.533950e-15  7.067899e-16
8993  6.898270e-14  1.031913e-14  7.067899e-16
8997  6.657961e-14  2.685802e-15  7.067899e-16
9001  7.590924e-14  1.159135e-14  7.067899e-16
9005  6.869998e-14  1.385308e-14  7.067899e-16
9009  6.615554e-14  5.654319e-16  7.067899e-16
9013  7.180986e-14  1.328765e-14  7.067899e-16
9017  7.067899e-14  2.544444e-15  7.067899e-16
9021  6.191480e-14  2.827160e-15  7.067899e-16
9025  6.926541e-14  5.230245e-15  7.067899e-16
9029  6.403517e-14  1.385308e-14  7.067899e-16
9033  6.530739e-14  1.031913e-14  7.067899e-16
9037  5.527097e-14  3.816666e-15  7.067899e-16
9041  6.021850e-14  0.000000e+00  7.067899e-16
9045  6.954813e-14  1.724567e-14  7.067899e-16
9049  6.940677e-14  1.286358e-14  7.067899e-16
9053  6.997220e-14  1.130864e-15  7.067899e-16
9057  6.926541e-14  3.958024e-15  7.067899e-16
9061  6.163208e-14  2.261728e-15  7.067899e-16
9065  6.304566e-14  1.272222e-15  7.067899e-16
9069  5.922900e-14  4.240740e-16  7.067899e-16
9073  6.714504e-14  2.968518e-15  7.067899e-16
9077  6.205616e-14  1.130864e-15  7.067899e-16
9081  6.855862e-14  8.481479e-16  7.067899e-16
9085  6.375245e-14  4.382098e-15  7.067899e-16
9089  6.403517e-14  1.413580e-16  7.067899e-16
9093  6.431788e-14  1.187407e-14  7.067899e-16
9097  6.742776e-14  2.403086e-15  7.067899e-16
9101  5.809813e-14  2.685802e-15  7.067899e-16
9105  6.318702e-14  2.685802e-15  7.067899e-16
9109  6.403517e-14  9.329627e-15  7.067899e-16
9113  6.445924e-14  8.622837e-15  7.067899e-16
9117  5.922900e-14  7.067899e-15  7.067899e-16
9121  5.385739e-14  4.240740e-15  7.067899e-16
9125  6.431788e-14  1.102592e-14  7.067899e-16
9129  6.855862e-14  4.806172e-15  7.067899e-16
9133  6.587282e-14  3.816666e-15  7.067899e-16
9137  6.290430e-14  5.937035e-15  7.067899e-16
9141  6.460060e-14  5.654319e-16  7.067899e-16
9145  6.728640e-14  1.201543e-14  7.067899e-16
9149  5.399875e-14  9.188269e-15  7.067899e-16
9153  5.329196e-14  2.827160e-15  7.067899e-16
9157  5.894628e-14  4.664814e-15  7.067899e-16
9161  5.668455e-14  8.198763e-15  7.067899e-16
9165  6.460060e-14  1.300493e-14  7.067899e-16
9169  6.573146e-14  4.382098e-15  7.067899e-16
9173  5.724998e-14  3.392592e-15  7.067899e-16
9177  5.456418e-14  5.230245e-15  7.067899e-16
9181  6.460060e-14  8.481479e-16  7.067899e-16
9185  5.668455e-14  8.905553e-15  7.067899e-16
9189  6.248023e-14  7.633331e-15  7.067899e-16
9193  5.569505e-14  9.753701e-15  7.067899e-16
9197  6.332838e-14  7.067899e-15  7.067899e-16
9201  5.626048e-14  2.120370e-15  7.067899e-16
9205  6.516603e-14  0.000000e+00  7.067899e-16
9209  7.308208e-14  1.837654e-15  7.067899e-16
9213  6.191480e-14  1.215679e-14  7.067899e-16
9217  6.728640e-14  4.099382e-15  7.067899e-16
9221  4.919258e-14  8.905553e-15  7.067899e-16
9225  6.318702e-14  5.371603e-15  7.067899e-16
9229  5.555369e-14  7.067899e-15  7.067899e-16
9233  6.120801e-14  8.481479e-16  7.067899e-16
9237  6.134937e-14  8.057405e-15  7.067899e-16
9241  5.597776e-14  7.067899e-15  7.067899e-16
9245  5.823949e-14  1.088456e-14  7.067899e-16
9249  5.908764e-14  1.526666e-14  7.067899e-16
9253  7.082035e-14  6.785183e-15  7.067899e-16
9257  5.216110e-14  5.795677e-15  7.067899e-16
9261  7.180986e-14  3.958024e-15  7.067899e-16
9265  6.177344e-14  9.895059e-15  7.067899e-16
9269  6.573146e-14  3.533950e-15  7.067899e-16
9273  7.082035e-14  4.099382e-15  7.067899e-16
9277  6.912406e-14  1.399444e-14  7.067899e-16
9281  5.145431e-14  4.240740e-16  7.067899e-16
9285  7.435430e-14  1.145000e-14  7.067899e-16
9289  6.191480e-14  4.382098e-15  7.067899e-16
9293  6.078393e-14  1.837654e-15  7.067899e-16
9297  6.573146e-14  4.240740e-16  7.067899e-16
9301  5.159566e-14  3.251234e-15  7.067899e-16
9305  5.597776e-14  2.261728e-15  7.067899e-16
9309  5.880492e-14  2.685802e-15  7.067899e-16
9313  5.640184e-14  4.947530e-15  7.067899e-16
9317  5.767406e-14  4.523456e-15  7.067899e-16
9321  6.078393e-14  2.827160e-15  7.067899e-16
9325  5.004073e-14  2.685802e-15  7.067899e-16
9329  5.767406e-14  6.502467e-15  7.067899e-16
9333  6.855862e-14  1.145000e-14  7.067899e-16
9337  5.187838e-14  2.120370e-15  7.067899e-16
9341  5.866356e-14  3.533950e-15  7.067899e-16
9345  5.583640e-14  5.654319e-15  7.067899e-16
9349  6.714504e-14  4.099382e-15  7.067899e-16
9353  6.403517e-14  5.230245e-15  7.067899e-16
9357  6.785183e-14  5.230245e-15  7.067899e-16
9361  5.710863e-14  2.261728e-15  7.067899e-16
9365  6.021850e-14  2.968518e-15  7.067899e-16
9369  5.187838e-14  4.523456e-15  7.067899e-16
9373  6.134937e-14  4.240740e-16  7.067899e-16
9377  6.304566e-14  3.392592e-15  7.067899e-16
9381  6.035986e-14  9.329627e-15  7.067899e-16
9385  5.286789e-14  2.544444e-15  7.067899e-16
9389  6.615554e-14  1.272222e-15  7.067899e-16
9393  6.332838e-14  2.403086e-15  7.067899e-16
9397  5.541233e-14  7.067899e-15  7.067899e-16
9401  5.611912e-14  6.219751e-15  7.067899e-16
9405  5.922900e-14  4.240740e-16  7.067899e-16
9409  6.290430e-14  7.491973e-15  7.067899e-16
9413  6.445924e-14  8.481479e-15  7.067899e-16
9417  5.145431e-14  1.201543e-14  7.067899e-16
9421  5.753270e-14  6.502467e-15  7.067899e-16
9425  5.286789e-14  2.544444e-15  7.067899e-16
9429  5.583640e-14  2.403086e-15  7.067899e-16
9433  5.258517e-14  8.622837e-15  7.067899e-16
9437  5.173702e-14  3.392592e-15  7.067899e-16
9441  5.753270e-14  1.102592e-14  7.067899e-16
9445  4.919258e-14  1.470123e-14  7.067899e-16
9449  5.230245e-14  8.764195e-15  7.067899e-16
9453  3.972159e-14  2.685802e-15  7.067899e-16
9457  4.989937e-14  1.272222e-14  7.067899e-16
9461  4.848579e-14  5.795677e-15  7.067899e-16
9465  6.474196e-14  4.240740e-15  7.067899e-16
9469  6.417653e-14  1.243950e-14  7.067899e-16
9473  5.753270e-14  7.633331e-15  7.067899e-16
9477  4.876851e-14  8.057405e-15  7.067899e-16
9481  5.456418e-14  8.622837e-15  7.067899e-16
9485  4.678949e-14  2.261728e-15  7.067899e-16
9489  5.809813e-14  4.240740e-15  7.067899e-16
9493  5.880492e-14  5.937035e-15  7.067899e-16
9497  6.191480e-14  5.654319e-16  7.067899e-16
9501  5.866356e-14  1.342901e-14  7.067899e-16
9505  4.707221e-14  1.696296e-15  7.067899e-16
9509  5.456418e-14  6.502467e-15  7.067899e-16
9513  4.989937e-14  1.696296e-15  7.067899e-16
9517  6.064258e-14  1.314629e-14  7.067899e-16
9521  5.753270e-14  6.785183e-15  7.067899e-16
9525  5.583640e-14  4.240740e-16  7.067899e-16
9529  4.848579e-14  4.947530e-15  7.067899e-16
9533  4.905122e-14  1.357037e-14  7.067899e-16
9537  4.820307e-14  5.230245e-15  7.067899e-16
9541  5.286789e-14  1.696296e-15  7.067899e-16
9545  4.961665e-14  3.816666e-15  7.067899e-16
9549  6.050122e-14  2.968518e-15  7.067899e-16
9553  5.103023e-14  2.685802e-15  7.067899e-16
9557  5.993579e-14  9.188269e-15  7.067899e-16
9561  5.286789e-14  2.827160e-15  7.067899e-16
9565  6.092529e-14  4.523456e-15  7.067899e-16
9569  5.866356e-14  8.764195e-15  7.067899e-16
9573  5.442282e-14  1.696296e-15  7.067899e-16
9577  4.367962e-14  1.017777e-14  7.067899e-16
9581  5.470554e-14  4.664814e-15  7.067899e-16
9585  5.484690e-14  2.968518e-15  7.067899e-16
9589  4.608270e-14  6.219751e-15  7.067899e-16
9593  6.163208e-14  7.067899e-15  7.067899e-16
9597  5.739134e-14  2.827160e-15  7.067899e-16
9601  5.682591e-14  8.340121e-15  7.067899e-16
9605  5.541233e-14  7.209257e-15  7.067899e-16
9609  4.975801e-14  9.895059e-15  7.067899e-16
9613  5.498826e-14  1.413580e-16  7.067899e-16
9617  4.155925e-14  5.937035e-15  7.067899e-16
9621  3.675308e-14  2.685802e-15  7.067899e-16
9625  5.414011e-14  1.413580e-16  7.067899e-16
9629  5.173702e-14  9.895059e-16  7.067899e-16
9633  4.495184e-14  4.947530e-15  7.067899e-16
9637  4.353826e-14  5.230245e-15  7.067899e-16
9641  5.315060e-14  1.385308e-14  7.067899e-16
9645  4.495184e-14  3.109876e-15  7.067899e-16
9649  3.675308e-14  2.827160e-15  7.067899e-16
9653  4.594135e-14  2.968518e-15  7.067899e-16
9657  5.922900e-14  5.654319e-16  7.067899e-16
9661  6.106665e-14  1.639753e-14  7.067899e-16
9665  4.890986e-14  4.947530e-15  7.067899e-16
9669  4.353826e-14  5.371603e-15  7.067899e-16
9673  5.583640e-14  2.120370e-15  7.067899e-16
9677  5.781542e-14  1.611481e-14  7.067899e-16
9681  6.106665e-14  7.916047e-15  7.067899e-16
9685  5.173702e-14  1.003642e-14  7.067899e-16
9689  5.371603e-14  5.654319e-16  7.067899e-16
9693  5.173702e-14  1.130864e-14  7.067899e-16
9697  4.735493e-14  0.000000e+00  7.067899e-16
9701  5.470554e-14  8.057405e-15  7.067899e-16
9705  4.042838e-14  3.251234e-15  7.067899e-16
9709  4.975801e-14  6.926541e-15  7.067899e-16
9713  4.481048e-14  5.654319e-15  7.067899e-16
9717  5.555369e-14  6.361109e-15  7.067899e-16
9721  4.848579e-14  9.895059e-15  7.067899e-16
9725  5.414011e-14  2.544444e-15  7.067899e-16
9729  4.565863e-14  1.427716e-14  7.067899e-16
9733  4.876851e-14  6.785183e-15  7.067899e-16
9737  5.937035e-14  1.074321e-14  7.067899e-16
9741  4.085246e-14  7.067899e-15  7.067899e-16
9745  6.403517e-14  8.622837e-15  7.067899e-16
9749  4.127653e-14  2.968518e-15  7.067899e-16
9753  3.972159e-14  3.675308e-15  7.067899e-16
9757  5.032344e-14  2.261728e-15  7.067899e-16
9761  5.611912e-14  9.895059e-16  7.067899e-16
9765  4.862715e-14  4.947530e-15  7.067899e-16
9769  6.488332e-14  9.188269e-15  7.067899e-16
9773  5.187838e-14  6.219751e-15  7.067899e-16
9777  4.339690e-14  1.554938e-15  7.067899e-16
9781  4.820307e-14  7.491973e-15  7.067899e-16
9785  5.145431e-14  5.654319e-16  7.067899e-16
9789  4.495184e-14  3.816666e-15  7.067899e-16
9793  5.767406e-14  1.611481e-14  7.067899e-16
9797  4.085246e-14  6.078393e-15  7.067899e-16
9801  5.244381e-14  3.675308e-15  7.067899e-16
9805  4.495184e-14  8.905553e-15  7.067899e-16
9809  4.325554e-14  1.639753e-14  7.067899e-16
9813  4.537591e-14  2.063827e-14  7.067899e-16
9817  5.668455e-14  1.314629e-14  7.067899e-16
9821  5.131295e-14  3.109876e-15  7.067899e-16
9825  4.452777e-14  7.491973e-15  7.067899e-16
9829  5.951171e-14  1.130864e-14  7.067899e-16
9833  4.820307e-14  3.958024e-15  7.067899e-16
9837  4.947530e-14  5.937035e-15  7.067899e-16
9841  5.993579e-14  6.785183e-15  7.067899e-16
9845  4.000431e-14  1.031913e-14  7.067899e-16
9849  4.806172e-14  1.470123e-14  7.067899e-16
9853  4.113517e-14  7.350615e-15  7.067899e-16
9857  4.721357e-14  1.074321e-14  7.067899e-16
9861  4.127653e-14  8.057405e-15  7.067899e-16
9865  4.424505e-14  5.088887e-15  7.067899e-16
9869  4.777900e-14  5.088887e-15  7.067899e-16
9873  4.834443e-14  4.664814e-15  7.067899e-16
9877  3.434999e-14  3.958024e-15  7.067899e-16
9881  5.272653e-14  1.243950e-14  7.067899e-16
9885  5.371603e-14  1.696296e-15  7.067899e-16
9889  3.449135e-14  8.764195e-15  7.067899e-16
9893  5.767406e-14  2.403086e-15  7.067899e-16
9897  5.838085e-14  1.385308e-14  7.067899e-16
9901  3.703579e-14  4.523456e-15  7.067899e-16
9905  5.329196e-14  3.392592e-15  7.067899e-16
9909  4.919258e-14  1.696296e-15  7.067899e-16
9913  5.640184e-14  4.947530e-15  7.067899e-16
9917  5.286789e-14  9.188269e-15  7.067899e-16
9921  4.806172e-14  1.229814e-14  7.067899e-16
9925  3.972159e-14  3.109876e-15  7.067899e-16
9929  4.410369e-14  0.000000e+00  7.067899e-16
9933  4.339690e-14  3.251234e-15  7.067899e-16
9937  6.134937e-14  3.675308e-15  7.067899e-16
9941  4.226604e-14  7.067899e-15  7.067899e-16
9945  4.806172e-14  8.057405e-15  7.067899e-16
9949  4.975801e-14  5.795677e-15  7.067899e-16
9953  4.184196e-14  6.643825e-15  7.067899e-16
9957  4.127653e-14  1.201543e-14  7.067899e-16
9961  3.731851e-14  4.240740e-16  7.067899e-16
9965  4.452777e-14  1.130864e-14  7.067899e-16
9969  3.943888e-14  8.764195e-15  7.067899e-16
9973  3.194690e-14  6.643825e-15  7.067899e-16
9977  3.576357e-14  5.230245e-15  7.067899e-16
9981  4.028703e-14  2.968518e-15  7.067899e-16
9985  4.749628e-14  4.523456e-15  7.067899e-16
9989  3.859073e-14  2.685802e-15  7.067899e-16
9993  4.396233e-14  5.512961e-15  7.067899e-16
9997  4.099382e-14  8.481479e-16  7.067899e-16
10001  5.159566e-14  4.664814e-15  7.067899e-16
10005  2.982654e-14  7.209257e-15  7.067899e-16
10009  3.293641e-14  2.827160e-16  7.067899e-16
10013  3.463271e-14  5.654319e-16  7.067899e-16
10017  4.975801e-14  4.240740e-16  7.067899e-16
10021  3.972159e-14  9.753701e-15  7.067899e-16
10025  3.336048e-14  2.120370e-15  7.067899e-16
10029  4.933394e-14  8.622837e-15  7.067899e-16
10033  3.717715e-14  6.078393e-15  7.067899e-16
10037  3.859073e-14  3.675308e-15  7.067899e-16
10041  4.240740e-14  1.484259e-14  7.067899e-16
10045  3.321913e-14  5.937035e-15  7.067899e-16
10049  4.848579e-14  5.795677e-15  7.067899e-16
10053  5.103023e-14  5.654319e-15  7.067899e-16
10057  4.806172e-14  2.544444e-15  7.067899e-16
10061  3.378456e-14  5.512961e-15  7.067899e-16
10065  6.106665e-14  1.498395e-14  7.067899e-16
10069  2.417222e-14  6.078393e-15  7.067899e-16
10073  4.353826e-14  1.597345e-14  7.067899e-16
10077  3.873209e-14  8.764195e-15  7.067899e-16
10081  3.661172e-14  0.000000e+00  7.067899e-16
10085  3.208826e-14  1.837654e-15  7.067899e-16
10089  3.830801e-14  5.654319e-16  7.067899e-16
10093  4.382098e-14  1.201543e-14  7.067899e-16
10097  4.537591e-14  8.481479e-15  7.067899e-16
10101  4.664814e-14  1.413580e-16  7.067899e-16
10105  3.604629e-14  5.512961e-15  7.067899e-16
10109  5.611912e-14  1.837654e-15  7.067899e-16
10113  4.636542e-14  1.102592e-14  7.067899e-16
10117  3.958024e-14  3.958024e-15  7.067899e-16
10121  4.933394e-14  9.188269e-15  7.067899e-16
10125  3.717715e-14  4.806172e-15  7.067899e-16
10129  4.099382e-14  5.795677e-15  7.067899e-16
10133  4.382098e-14  5.230245e-15  7.067899e-16
10137  4.834443e-14  7.491973e-15  7.067899e-16
10141  5.258517e-14  1.526666e-14  7.067899e-16
10145  4.806172e-14  5.371603e-15  7.067899e-16
10149  5.399875e-14  1.145000e-14  7.067899e-16
10153  4.085246e-14  1.342901e-14  7.067899e-16
10157  3.873209e-14  8.198763e-15  7.067899e-16
10161  4.170061e-14  2.403086e-15  7.067899e-16
10165  4.721357e-14  1.088456e-14  7.067899e-16
10169  4.749628e-14  6.502467e-15  7.067899e-16
10173  3.760122e-14  4.240740e-15  7.067899e-16
10177  4.113517e-14  1.272222e-15  7.067899e-16
10181  4.452777e-14  1.696296e-15  7.067899e-16
10185  4.438641e-14  4.806172e-15  7.067899e-16
10189  2.558580e-14  6.361109e-15  7.067899e-16
10193  4.367962e-14  7.067899e-15  7.067899e-16
10197  4.975801e-14  6.078393e-15  7.067899e-16
10201  4.551727e-14  9.895059e-16  7.067899e-16
10205  3.816666e-14  4.806172e-15  7.067899e-16
10209  4.382098e-14  3.533950e-15  7.067899e-16
10213  4.749628e-14  4.099382e-15  7.067899e-16
10217  4.071110e-14  2.403086e-15  7.067899e-16
10221  3.138147e-14  8.622837e-15  7.067899e-16
10225  3.420863e-14  1.272222e-15  7.067899e-16
10229  2.417222e-14  4.240740e-15  7.067899e-16
10233  2.784752e-14  1.696296e-15  7.067899e-16
10237  3.406727e-14  4.947530e-15  7.067899e-16
10241  4.240740e-14  1.031913e-14  7.067899e-16
10245  3.124011e-14  2.261728e-15  7.067899e-16
10249  3.618764e-14  8.905553e-15  7.067899e-16
10253  5.060616e-14  2.007283e-14  7.067899e-16
10257  4.170061e-14  8.622837e-15  7.067899e-16
10261  5.286789e-14  7.350615e-15  7.067899e-16
10265  3.972159e-14  2.685802e-15  7.067899e-16
10269  4.438641e-14  4.806172e-15  7.067899e-16
10273  4.424505e-14  9.895059e-15  7.067899e-16
10277  4.848579e-14  7.916047e-15  7.067899e-16
10281  4.523456e-14  3.675308e-15  7.067899e-16
10285  3.774258e-14  7.067899e-15  7.067899e-16
10289  5.103023e-14  5.230245e-15  7.067899e-16
10293  4.579999e-14  1.809382e-14  7.067899e-16
10297  3.647036e-14  4.099382e-15  7.067899e-16
10301  4.071110e-14  3.675308e-15  7.067899e-16
10305  3.972159e-14  4.806172e-15  7.067899e-16
10309  2.855431e-14  2.827160e-16  7.067899e-16
10313  2.813024e-14  9.895059e-15  7.067899e-16
10317  4.042838e-14  9.329627e-15  7.067899e-16
10321  4.000431e-14  1.837654e-14  7.067899e-16
10325  3.604629e-14  1.229814e-14  7.067899e-16
10329  4.297283e-14  1.710432e-14  7.067899e-16
10333  4.664814e-14  8.481479e-15  7.067899e-16
10337  4.240740e-14  1.837654e-15  7.067899e-16
10341  4.184196e-14  1.088456e-14  7.067899e-16
