10  3.15303
60  7.29727
110  10.5882
160  14.0642
210  14.6997
260  16.6269
310  18.3374
360  20.441
410  19.477
460  21.6938
510  22.6888
560  24.8889
610  23.4623
660  23.8174
710  28.7538
760  28.3787
810  29.2854
860  27.6455
910  29.1306
960  30.1884
1010  33.2516
1060  35.6446
1110  37.7355
1160  31.7476
1210  33.833
1260  36.707
1310  40.1852
1360  36.3662
1410  39.687
1460  36.7109
1510  36.9999
1560  39.0882
1610  42.1674
1660  43.0704
1710  41.1485
1760  44.7996
1810  46.0959
1860  40.2085
1910  45.4973
1960  45.6486
2010  45.7289
2060  46.4628
2110  45.6954
2160  50.4475
2210  51.1703
2260  46.6323
2310  47.9144
2360  50.7663
2410  55.6988
2460  51.072
2510  48.5181
2560  55.9779
2610  53.8029
2660  54.9794
2710  53.9214
2760  53.2306
2810  58.1611
2860  51.7573
2910  50.9376
2960  56.6872
3010  56.149
3060  52.2491
3110  58.3328
3160  59.241
3210  60.8347
3260  55.5406
3310  60.9553
3360  61.5253
3410  59.7744
3460  61.5535
3510  58.8865
3560  55.7405
3610  60.8499
3660  68.834
3710  62.0306
3760  65.5366
3810  64.8549
3860  67.346
3910  71.1801
3960  57.2662
4010  68.6904
4060  57.2629
4110  66.2486
4160  64.8668
4210  70.327
4260  68.9378
4310  66.7429
4360  71.1697
4410  73.4629
4460  73.2485
4510  71.3531
4560  67.7876
4610  71.2896
4660  68.0549
4710  70.8217
4760  69.1731
4810  71.6577
4860  75.0394
4910  77.4716
4960  70.6512
5010  76.645
5060  71.8954
5110  69.4505
5160  79.2926
5210  73.479
5260  77.4195
5310  78.4328
5360  76.3242
5410  74.9874
5460  79.183
5510  71.3205
5560  78.4215
5610  80.5206
5660  71.4076
5710  81.7139
5760  77.2286
5810  80.2895
5860  78.6108
5910  76.7337
5960  82.6214
6010  80.756
6060  81.1572
6110  80.6036
6160  88.0844
6210  86.5597
6260  88.3357
6310  86.9659
6360  81.8028
6410  83.5249
6460  85.6352
6510  82.1766
6560  84.0104
6610  81.3392
6660  84.9559
6710  85.0939
6760  83.6836
6810  81.5526
6860  86.6908
6910  86.0993
6960  84.0876
7010  82.5185
7060  90.8479
7110  89.7836
7160  85.1564
7210  80.0063
7260  80.6482
7310  89.0469
7360  75.9111
7410  91.1603
7460  77.2378
7510  92.3016
7560  90.19
7610  91.4329
7660  92.1032
7710  94.9742
7760  89.9928
7810  95.2731
7860  87.5183
7910  90.7296
7960  89.264
8010  86.6978
8060  99.79
8110  94.3331
8160  90.9287
8210  98.6194
8260  84.4184
8310  83.0048
8360  91.6213
8410  91.1697
8460  86.4072
8510  94.5878
8560  100.978
8610  95.1318
8660  101.519
8710  93.1607
8760  100.055
8810  96.9621
8860  98.2171
8910  92.515
8960  98.9937
9010  98.9463
9060  109.968
9110  95.5775
9160  98.3048
9210  97.533
9260  88.6924
9310  102.715
9360  97.6598
9410  103.487
9460  98.5614
9510  109.439
9560  96.9955
9610  95.001
9660  100.971
9710  105.548
9760  105.466
9810  107.18
9860  107.785
9910  108.848
9960  103.598
10010  108.175
10060  103.848
10110  107.829
10160  101.114
10210  105.998
10260  97.6612
10310  109.882
10360  102.236
10410  93.5718
10460  109.67
10510  102.8
10560  104.896
10610  105.55
10660  106.243
10710  106.525
10760  99.2028
10810  107.559
10860  104.669
10910  105.138
10960  104.937
11010  106.006
11060  111.27
11110  107.567
11160  110.092
11210  104.259
11260  106.849
11310  112.384
11360  103.606
11410  107.816
11460  106.784
11510  116.039
11560  125.124
11610  109.59
11660  117.931
11710  100.9
11760  111.042
11810  116.846
11860  121.886
11910  125.893
11960  117.674
12010  99.5553
12060  105.899
12110  114.048
12160  110.168
12210  110.954
12260  112.379
12310  118.398
12360  120.397
12410  109.649
12460  115.606
12510  112.9
12560  126.203
12610  125.039
12660  109.05
12710  127.966
12760  111.121
12810  118.885
12860  112.805
12910  115.37
12960  113.179
13010  120.169
13060  115.436
13110  118.006
13160  122.247
13210  113.717
13260  117.517
13310  109.779
13360  126.796
13410  126.399
13460  106.94
13510  120.872
13560  116.727
13610  122.626
13660  126.177
13710  121.341
13760  110.079
13810  117.273
13860  113.956
13910  123.082
13960  115.202
14010  134.03
14060  121.039
14110  135.132
14160  115.748
14210  126.455
14260  119.842
14310  126.9
14360  114.831
14410  143.504
14460  125.976
14510  121.121
14560  128.212
14610  122.091
14660  126.487
14710  126.58
14760  120.079
14810  141.241
14860  116.319
14910  133.001
14960  123.912
15010  126.289
15060  141.531
15110  128.206
15160  122.669
15210  123.676
15260  127.913
15310  126.427
15360  122.248
15410  134.295
15460  120.64
15510  129.097
15560  116.831
15610  126.934
15660  132.461
15710  122.191
15760  141.331
15810  129.367
15860  139.922
15910  131.566
15960  139.74
16010  130.717
16060  125.208
16110  129.344
16160  136.53
16210  130.855
16260  137.916
16310  135.454
16360  132.023
16410  121.229
16460  132.716
16510  132.441
16560  119.133
16610  127.653
16660  136.195
16710  113.156
16760  136.86
16810  131.423
16860  138.219
16910  115.063
16960  127.473
17010  153.5
17060  135.63
17110  124.014
17160  129.704
17210  135.647
17260  141.823
17310  134.078
17360  137.306
17410  126.979
17460  135.504
17510  143.391
17560  135.857
17610  143.394
17660  142.42
17710  139.768
17760  131.42
17810  133.352
17860  145.107
17910  143.611
17960  145.803
18010  142.824
18060  134.399
18110  135.58
18160  141.99
18210  138.532
18260  154.835
18310  130.525
18360  139.154
18410  137.361
18460  148.255
18510  148.444
18560  134.567
18610  136.755
18660  137.497
18710  137.617
18760  143.441
18810  141.794
18860  135.977
18910  133.696
18960  156.95
19010  153.348
19060  151.631
19110  143.637
19160  147.404
19210  139.264
19260  140.584
19310  151.825
19360  142.469
19410  163.513
19460  138.835
19510  139.289
19560  135.077
19610  156.162
19660  157.245
19710  153.732
19760  129.916
19810  130.134
19860  138.654
19910  148.707
19960  138.823
