# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=20, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t))                TE 
9.5100  4.352496971731737e-11  -9.664450374798268e-11  4.670080052346919e-21    3.739441093741420e-20  5.000000000000000e-01
9.5200  4.256917536080589e-11  -9.452222148402919e-11  4.467225177137935e-21    3.577010504132780e-20  5.000000000000000e-01
9.5300  4.163436994140044e-11  -9.244654385699992e-11  4.273181735552105e-21    3.421635433191024e-20  5.000000000000000e-01
9.5400  4.072009254878301e-11  -9.041644744403547e-11  4.087566984200014e-21    3.273009409433298e-20  5.000000000000000e-01
9.5500  3.982589239407808e-11  -8.843093129631389e-11  3.910014804966694e-21    3.130839273618439e-20  5.000000000000000e-01
9.5600  3.895132858758914e-11  -8.648901644552786e-11  3.740174982857394e-21    2.994844600501417e-20  5.000000000000000e-01
9.5700  3.809596992141574e-11  -8.458974542119965e-11  3.577712515211683e-21    2.864757145705068e-20  5.000000000000000e-01
9.5800  3.725939465684449e-11  -8.273218177859571e-11  3.422306950923303e-21    2.740320316618165e-20  5.000000000000000e-01
9.5900  3.644119031640868e-11  -8.091540963700819e-11  3.273651758362419e-21    2.621288666276141e-20  5.000000000000000e-01
9.6000  3.564095348051432e-11  -7.913853322817529e-11  3.131453720753502e-21    2.507427409226181e-20  5.000000000000000e-01
9.6100  3.485828958853210e-11  -7.740067645461867e-11  2.995432357816281e-21    2.398511958421747e-20  5.000000000000000e-01
9.6200  3.409281274425744e-11  -7.570098245767922e-11  2.865319372528929e-21    2.294327482233081e-20  5.000000000000000e-01
9.6300  3.334414552564249e-11  -7.403861319503876e-11  2.740858121922284e-21    2.194668480699898e-20  5.000000000000000e-01
9.6400  3.261191879870632e-11  -7.241274902751933e-11  2.621803110861251e-21    2.099338380190435e-20  5.000000000000000e-01
9.6500  3.189577153553172e-11  -7.082258831495604e-11  2.507919507814874e-21    2.008149145667368e-20  5.000000000000000e-01
9.6600  3.119535063625855e-11  -6.926734702094457e-11  2.398982681659980e-21    1.920920909795766e-20  5.000000000000000e-01
9.6700  3.051031075498622e-11  -6.774625832626823e-11  2.294777758604734e-21    1.837481618161542e-20  5.000000000000000e-01
9.6800  2.984031412949921e-11  -6.625857225081408e-11  2.195099198358175e-21    1.757666689900594e-20  5.000000000000000e-01
9.6900  2.918503041473174e-11  -6.480355528379161e-11  2.099750388709718e-21    1.681318693069235e-20  5.000000000000000e-01
9.7000  2.854413651988962e-11  -6.338049002207165e-11  2.008543257718962e-21    1.608287034115618e-20  5.000000000000000e-01
9.7100  2.791731644914874e-11  -6.198867481646735e-11  1.921297902750867e-21    1.538427660839609e-20  5.000000000000000e-01
9.7200  2.730426114585177e-11  -6.062742342578271e-11  1.837842235624573e-21    1.471602778255245e-20  5.000000000000000e-01
9.7300  2.670466834012634e-11  -5.929606467845797e-11  1.758011643175935e-21    1.407680576795306e-20  5.000000000000000e-01
9.7400  2.611824239984939e-11  -5.799394214164525e-11  1.681648662564248e-21    1.346534972321906e-20  5.000000000000000e-01
9.7500  2.554469418488435e-11  -5.672041379755123e-11  1.608602670682720e-21    1.288045357430268e-20  5.000000000000000e-01
9.7600  2.498374090451917e-11  -5.547485172688710e-11  1.538729587060054e-21    1.232096363555159e-20  5.000000000000000e-01
9.7700  2.443510597803503e-11  -5.425664179927000e-11  1.471891589667146e-21    1.178577633410732e-20  5.000000000000000e-01
9.7800  2.389851889833688e-11  -5.306518337042301e-11  1.407956843068309e-21    1.127383603314935e-20  5.000000000000000e-01
9.7900  2.337371509857858e-11  -5.189988898602468e-11  1.346799238380843e-21    1.078413294969112e-20  5.000000000000000e-01
9.8000  2.286043582171696e-11  -5.076018409206176e-11  1.288298144530000e-21    1.031570116282116e-20  5.000000000000000e-01
9.8100  2.235842799293043e-11  -4.964550675154260e-11  1.232338170308731e-21    9.867616708460335e-21  5.000000000000000e-01
9.8200  2.186744409483920e-11  -4.855530736743143e-11  1.178808936772871e-21    9.438995756877534e-21  5.000000000000000e-01
9.8300  2.138724204546565e-11  -4.748904841166686e-11  1.127604859522819e-21    9.028992869368735e-21  5.000000000000000e-01
9.8400  2.091758507887464e-11  -4.644620416013111e-11  1.078624940442290e-21    8.636799330660944e-21  5.000000000000000e-01
9.8500  2.045824162843491e-11  -4.542626043343920e-11  1.031772568483322e-21    8.261641553751796e-21  5.000000000000000e-01
9.8600  2.000898521264409e-11  -4.442871434342029e-11  9.869553291046197e-22    7.902779554038226e-21  5.000000000000000e-01
9.8700  1.956959432346082e-11  -4.345307404516625e-11  9.440848219873501e-22    7.559505489724730e-21  5.000000000000000e-01
9.8800  1.913985231708922e-11  -4.249885849452519e-11  9.030764866688381e-22    7.231142265632010e-21  5.000000000000000e-01
9.8900  1.871954730716159e-11  -4.156559721092032e-11  8.638494357502334e-22    6.917042197652232e-21  5.000000000000000e-01
9.9000  1.830847206026680e-11  -4.065283004537717e-11  8.263262953491605e-22    6.616585735216463e-21  5.000000000000000e-01
9.9100  1.790642389377287e-11  -3.976010695364502e-11  7.904330524826456e-22    6.329180239254497e-21  5.000000000000000e-01
9.9200  1.751320457589336e-11  -3.888698777430034e-11  7.560989090792920e-22    6.054258813236565e-21  5.000000000000000e-01
9.9300  1.712862022794814e-11  -3.803304201172306e-11  7.232561423327458e-22    5.791279184991264e-21  5.000000000000000e-01
9.9400  1.675248122877067e-11  -3.719784862383873e-11  6.918399711210106e-22    5.539722637094103e-21  5.000000000000000e-01
9.9500  1.638460212121433e-11  -3.638099581452162e-11  6.617884282281196e-22    5.299092983716884e-21  5.000000000000000e-01
9.9600  1.602480152071185e-11  -3.558208083055661e-11  6.330422381161323e-22    5.068915591919824e-21  5.000000000000000e-01
9.9700  1.567290202584285e-11  -3.480070976305993e-11  6.055447000063674e-22    4.848736445455941e-21  5.000000000000000e-01
9.9800  1.532873013086510e-11  -3.403649735326031e-11  5.792415760392482e-22    4.638121249241069e-21  5.000000000000000e-01
9.9900  1.499211614016681e-11  -3.328906680254541e-11  5.540809842921654e-22    4.436654572723156e-21  5.000000000000000e-01
10.0000  1.466289408459730e-11  -3.255804958667938e-11  5.300132964443367e-22    4.243939030461127e-21  5.000000000000000e-01
10.0100  1.434090163963512e-11  -3.184308527410026e-11  5.069910398868104e-22    4.059594498297042e-21  5.000000000000000e-01
10.0200  1.402598004535321e-11  -3.114382134820741e-11  4.849688040845299e-22    3.883257363575493e-21  5.000000000000000e-01
10.0300  1.371797402814150e-11  -3.045991303355155e-11  4.639031510057618e-22    3.714579807931327e-21  5.000000000000000e-01
10.0400  1.341673172414854e-11  -2.979102312584150e-11  4.437525294422115e-22    3.553229121230990e-21  5.000000000000000e-01
10.0500  1.312210460440427e-11  -2.913682182568405e-11  4.244771930508293e-22    3.398887045314324e-21  5.000000000000000e-01
10.0600  1.283394740158713e-11  -2.849698657597475e-11  4.060391219556426e-22    3.251249146242302e-21  5.000000000000000e-01
10.0700  1.255211803839928e-11  -2.787120190285956e-11  3.884019477549811e-22    3.110024213812537e-21  5.000000000000000e-01
10.0800  1.227647755751470e-11  -2.725915926018895e-11  3.715308817861725e-22    2.974933687158114e-21  5.000000000000000e-01
10.0900  1.200689005306564e-11  -2.666055687738775e-11  3.553926465062136e-22    2.845711105296764e-21  5.000000000000000e-01
10.1000  1.174322260363356e-11  -2.607509961066571e-11  3.399554098530694e-22    2.722101581546590e-21  5.000000000000000e-01
10.1100  1.148534520671155e-11  -2.550249879749540e-11  3.251887224581271e-22    2.603861300771680e-21  5.000000000000000e-01
10.1200  1.123313071460603e-11  -2.494247211428581e-11  3.110634575859627e-22    2.490757038465921e-21  5.000000000000000e-01
10.1300  1.098645477174594e-11  -2.439474343718132e-11  2.975517536829505e-22    2.382565700726436e-21  5.000000000000000e-01
10.1400  1.074519575336860e-11  -2.385904270591747e-11  2.846269594213969e-22    2.279073884209249e-21  5.000000000000000e-01
10.1500  1.050923470555208e-11  -2.333510579066652e-11  2.722635811307992e-22    2.180077455199219e-21  5.000000000000000e-01
10.1600  1.027845528656434e-11  -2.282267436180688e-11  2.604372325125386e-22    2.085381146963966e-21  5.000000000000000e-01
10.1700  1.005274370950045e-11  -2.232149576255251e-11  2.491245865388249e-22    1.994798174597582e-21  5.000000000000000e-01
10.1800  9.831988686179346e-12  -2.183132288437923e-11  2.383033294410100e-22    1.908149866594437e-21  5.000000000000000e-01
10.1900  9.616081372272682e-12  -2.135191404518669e-11  2.279521166965203e-22    1.825265312426351e-21  5.000000000000000e-01
10.2000  9.404915313638609e-12  -2.088303287013586e-11  2.180505309275874e-22    1.745981025428004e-21  5.000000000000000e-01
10.2100  9.198386393834039e-12  -2.042444817510325e-11  2.085790416287393e-22    1.670140620325643e-21  5.000000000000000e-01
10.2200  8.996392782779545e-12  -1.997593385269448e-11  1.995189666436127e-22    1.597594504773010e-21  5.000000000000000e-01
10.2300  8.798834886551532e-12  -1.953726876076093e-11  1.908524353151025e-22    1.528199584286065e-21  5.000000000000000e-01
10.2400  8.605615298276982e-12  -1.910823661336455e-11  1.825623532361627e-22    1.461818979994500e-21  5.000000000000000e-01
10.2500  8.416638750106532e-12  -1.868862587413701e-11  1.746323685317316e-22    1.398321758653319e-21  5.000000000000000e-01
10.2600  8.231812066242192e-12  -1.827822965198070e-11  1.670468396052733e-22    1.337582674381932e-21  5.000000000000000e-01
10.2700  8.051044116996567e-12  -1.787684559906009e-11  1.597908042863170e-22    1.279481921621370e-21  5.000000000000000e-01
